,tconst,primary_title,genres,numvotes,averagerating,start_year,runtime_minutes,Comedy,Action,Documentary,Sport,Musical,Animation,Romance,News,Game-Show,Fantasy,Horror,History,Biography,Drama,Music,Sci-Fi,Thriller,Adventure,Family,Crime,Western,Mystery,War
22407,tt2328922,It Felt Like Love,['Drama'],2004,5.5,2013,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22424,tt2330322,The Conspiracy,"['Horror', 'Thriller']",9273,6.3,2012,84.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22441,tt2330866,The Thieves,"['Action', 'Comedy', 'Crime']",8044,6.8,2012,135.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
22443,tt2330927,Wanderer (I),"['Action', 'Comedy', 'Thriller']",3897,7.2,2012,160.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22450,tt2331047,Rememory,"['Drama', 'Mystery', 'Sci-Fi']",13167,6.2,2017,111.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
22456,tt2331143,"Like Father, Like Son",['Drama'],18135,7.8,2013,121.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22459,tt2331167,Naan,"['Crime', 'Drama', 'Thriller']",1232,7.5,2012,135.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
22468,tt2331880,The Fitzgerald Family Christmas,['Drama'],1263,6.3,2012,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22474,tt2332518,Till Luck Do Us Part,['Comedy'],1812,5.4,2012,104.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22475,tt2332522,Leviathan,['Documentary'],2934,6.6,2012,87.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22481,tt2332579,Crystal Fairy & the Magical Cactus,"['Adventure', 'Comedy', 'Drama']",7506,5.8,2013,98.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
22484,tt2332623,Fateful Findings,"['Drama', 'Fantasy', 'Mystery']",3646,4.7,2013,100.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
22490,tt2332707,Blind Detective,"['Comedy', 'Crime', 'Drama']",2657,6.5,2013,130.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
22496,tt2332801,The Spirit of '45,"['Documentary', 'History']",1004,7.1,2013,94.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22497,tt2332831,The Last Will and Testament of Rosalind Leigh,"['Horror', 'Mystery', 'Thriller']",3873,5.3,2012,82.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
22503,tt2332883,Deepsea Challenge 3D,['Documentary'],1461,6.8,2014,91.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22512,tt2333508,Dragonfyre,"['Action', 'Adventure', 'Fantasy']",1742,3.5,2013,97.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
22514,tt2333598,7 Boxes,"['Adventure', 'Crime', 'Drama']",4727,7.2,2012,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
22518,tt2333784,The Expendables 3,"['Action', 'Adventure', 'Thriller']",156432,6.1,2014,126.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
22519,tt2333804,The Zero Theorem,"['Comedy', 'Drama', 'Fantasy']",42082,6.1,2013,107.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
22531,tt2334649,Fruitvale Station,"['Biography', 'Drama', 'Romance']",68187,7.5,2013,85.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
22538,tt2334733,Madame Bovary,['Drama'],6900,5.7,2014,118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22544,tt2334871,Snatched,"['Action', 'Adventure', 'Comedy']",29997,4.5,2017,90.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
22545,tt2334873,Blue Jasmine,['Drama'],179453,7.3,2013,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22547,tt2334879,White House Down,"['Action', 'Drama', 'Thriller']",191791,6.4,2013,131.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22548,tt2334896,The Dirties,"['Crime', 'Drama']",5728,6.8,2013,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
22575,tt2336960,Inch'Allah,['Drama'],2334,6.9,2012,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22585,tt2337841,Bottom of the World,"['Drama', 'Mystery', 'Thriller']",4438,5.4,2017,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
22587,tt2337981,Architecture 101,"['Drama', 'Romance']",2753,7.2,2012,118.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22605,tt2338151,PK,"['Comedy', 'Drama', 'Fantasy']",138012,8.2,2014,153.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
22623,tt2338424,Tumbledown,"['Comedy', 'Music', 'Romance']",5906,6.2,2015,105.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22625,tt2338454,Unicorn Store,"['Comedy', 'Drama', 'Fantasy']",12663,5.5,2017,92.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
22635,tt2338864,Finsterworld,['Drama'],1753,6.9,2013,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22647,tt2339505,Kochadaiiyaan,"['Action', 'Animation']",4527,6.5,2014,124.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22657,tt2339741,The Woman in Black 2: Angel of Death,"['Drama', 'Horror', 'Thriller']",24592,4.9,2014,98.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
22668,tt2340650,East Side Sushi,['Drama'],2320,7.1,2014,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22675,tt2341664,Come Out and Play,['Horror'],2941,4.7,2012,105.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22676,tt2341766,Nautanki Saala!,['Comedy'],3799,5.8,2013,119.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22690,tt2342207,Mais qui a re-tué Pamela Rose?,['Comedy'],1172,5.3,2012,90.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22692,tt2342227,Neethaane En Ponvasantham,['Romance'],1376,6.5,2012,153.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22713,tt2343158,Run & Jump,['Drama'],1189,6.3,2013,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22734,tt2343601,Knuckleball!,"['Documentary', 'Sport']",1522,7.1,2012,93.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22735,tt2343617,Heart of a Lion,"['Drama', 'Romance']",3328,7.0,2013,104.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22740,tt2343713,Sexy Baby,['Documentary'],1092,6.1,2012,84.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22746,tt2343793,Third Person,"['Drama', 'Romance']",24937,6.4,2013,137.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22752,tt2344672,Kadal,"['Drama', 'Romance']",1306,5.5,2013,165.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22753,tt2344678,Himmatwala,"['Action', 'Comedy', 'Drama']",7384,1.7,2013,150.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22758,tt2345112,Parkland,"['Drama', 'History', 'Mystery']",14036,6.4,2013,93.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
22765,tt2345561,Grandmaster,"['Mystery', 'Thriller']",1527,7.0,2012,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
22766,tt2345567,Haunter,"['Fantasy', 'Horror', 'Mystery']",15415,5.9,2013,97.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
22768,tt2345613,Leprechaun: Origins,"['Fantasy', 'Horror']",4405,3.3,2014,90.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
22774,tt2345737,The Rover,"['Action', 'Crime', 'Drama']",40576,6.4,2014,103.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
22775,tt2345759,The Mummy,"['Action', 'Adventure', 'Fantasy']",154345,5.5,2017,110.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
22786,tt2347134,Unforgiven,"['Action', 'Crime', 'Drama']",2010,7.2,2013,135.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
22787,tt2347144,Shield of Straw,['Thriller'],2178,6.2,2013,117.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22797,tt2347497,Silent Night,"['Comedy', 'Horror', 'Mystery']",6902,5.2,2012,94.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
22799,tt2347569,Frances Ha,"['Comedy', 'Drama', 'Romance']",60026,7.4,2012,86.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22809,tt2348394,Home Sweet Home,"['Horror', 'Thriller']",1574,4.7,2013,80.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22819,tt2349144,Mississippi Grind,"['Comedy', 'Drama']",17206,6.4,2015,108.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22825,tt2349460,Grace Unplugged,"['Drama', 'Music']",3006,6.2,2013,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
22844,tt2350496,The Lunchbox,"['Drama', 'Romance']",42618,7.8,2013,104.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22857,tt2350892,Bad Country,"['Action', 'Crime', 'Drama']",7569,5.8,2014,95.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
22863,tt2351177,Bhooter Bhabishyat,"['Comedy', 'Fantasy', 'Horror']",2900,8.1,2012,123.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
22866,tt2351310,Flu,"['Action', 'Drama']",5282,6.8,2013,122.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22878,tt2352230,The Dinner,"['Drama', 'Thriller']",2041,6.0,2013,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22884,tt2352488,Interior. Leather Bar.,['Drama'],2227,5.1,2013,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22887,tt2352802,Goodbye World,"['Comedy', 'Drama']",6143,5.5,2013,99.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22892,tt2353767,"1,000 Times Good Night","['Drama', 'War']",6848,7.1,2013,117.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
22916,tt2354181,Les gamins,['Comedy'],2729,6.2,2013,95.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22918,tt2354205,McCullin,['Documentary'],2100,8.2,2012,91.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22928,tt2354407,Teri Meri Kahaani,"['Comedy', 'Drama', 'Romance']",3625,4.8,2012,117.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22950,tt2355495,Barefoot,"['Comedy', 'Drama', 'Romance']",21489,6.6,2014,90.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22953,tt2355540,Cutie and the Boxer,"['Biography', 'Documentary']",4309,7.2,2013,82.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22971,tt2355823,Sag Salim,['Comedy'],4570,6.5,2012,98.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22982,tt2356180,Bhaag Milkha Bhaag,"['Biography', 'Drama', 'Sport']",54802,8.2,2013,186.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
22995,tt2356464,Ostwind,"['Adventure', 'Drama', 'Family']",1204,6.9,2013,101.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
23007,tt2357129,Jobs,"['Biography', 'Drama']",88788,5.9,2013,128.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23012,tt2357208,Run Baby Run,"['Action', 'Comedy', 'Thriller']",1322,6.7,2012,180.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23017,tt2357291,Rio 2,"['Adventure', 'Animation', 'Comedy']",72209,6.3,2014,101.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23021,tt2357377,The Berlin File,"['Action', 'Thriller']",5930,6.6,2013,120.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23022,tt2357453,Underground: The Julian Assange Story,"['Biography', 'Drama']",1838,6.7,2012,94.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23023,tt2357461,Honey,['Drama'],1704,6.8,2013,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23024,tt2357489,Zanjeer,['Action'],2134,3.4,2013,137.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23031,tt2357770,All the Wilderness,['Drama'],1273,5.8,2014,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23032,tt2357788,Bridegroom,['Documentary'],4208,7.9,2013,80.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23033,tt2357790,The Snow on the Pines,['Drama'],1174,6.6,2012,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23036,tt2357926,Ramaiya Vastavaiya,"['Action', 'Comedy', 'Drama']",3050,5.7,2013,148.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23037,tt2357958,Marighella,['Documentary'],2852,3.1,2012,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23039,tt2358412,David,"['Action', 'Crime', 'Drama']",2370,6.2,2013,155.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23042,tt2358456,I Am Big Bird: The Caroll Spinney Story,"['Biography', 'Documentary', 'Drama']",1220,7.4,2014,86.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23044,tt2358592,Lucia,"['Drama', 'Romance', 'Sci-Fi']",10522,8.4,2013,135.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
23050,tt2358891,The Great Beauty,['Drama'],72297,7.8,2013,141.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23053,tt2358911,Berserk: The Golden Age Arc II - The Battle for Doldrey,"['Action', 'Adventure', 'Animation']",7259,7.8,2012,80.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23054,tt2358913,Berserk: The Golden Age Arc III - The Advent,"['Action', 'Adventure', 'Animation']",6743,8.0,2013,110.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23057,tt2358925,Unfinished Business,"['Comedy', 'Drama']",29004,5.4,2015,91.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23063,tt2359002,Daylight,"['Drama', 'Mystery', 'Thriller']",3484,7.0,2013,114.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
23064,tt2359024,Blue Ruin,"['Crime', 'Drama', 'Thriller']",58811,7.1,2013,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
23067,tt2359085,Hitler's Children,"['Documentary', 'History']",1103,7.4,2011,59.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
23071,tt2359137,Last Ounce of Courage,"['Drama', 'War']",1885,4.0,2012,101.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
23075,tt2359201,Oru Kal Oru Kannadi,"['Comedy', 'Romance']",1031,6.2,2012,166.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23089,tt2359427,Linsanity,"['Biography', 'Documentary', 'Sport']",1846,7.4,2013,89.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23095,tt2359810,Raanjhanaa,"['Drama', 'Romance']",26828,7.6,2013,140.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23096,tt2359814,Speciesism: The Movie,"['Comedy', 'Documentary']",1160,8.3,2013,94.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23105,tt2360446,The Hooligan Factory,['Comedy'],1866,4.9,2014,90.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23123,tt2361184,Tapped Out,"['Action', 'Drama', 'Sport']",1987,5.4,2014,105.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23129,tt2361317,Live by Night,"['Action', 'Crime', 'Drama']",47243,6.4,2016,129.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23133,tt2361509,The Intern,"['Comedy', 'Drama']",191494,7.1,2015,121.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23141,tt2361700,Antarctica: A Year on Ice,"['Adventure', 'Biography', 'Documentary']",3004,7.6,2013,91.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
23142,tt2361746,Haraamkhor,"['Drama', 'Romance']",2975,6.4,2015,90.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23160,tt2362778,Saheb Biwi Aur Gangster Returns,"['Action', 'Crime', 'Drama']",3506,6.8,2013,142.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23164,tt2363047,22 Female Kottayam,"['Crime', 'Drama', 'Romance']",1730,7.4,2012,120.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23173,tt2363178,Hotel,['Drama'],2069,6.4,2013,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23174,tt2363181,Alpha Alert,['Thriller'],1098,4.9,2013,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23175,tt2363213,Ragnarok,"['Action', 'Adventure']",6974,5.9,2013,100.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23177,tt2363219,The Rotterdam Bombing,"['Drama', 'History', 'War']",1528,3.9,2012,105.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
23192,tt2363439,The Frozen,"['Drama', 'Thriller']",1641,4.4,2012,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
23196,tt2363471,The Summit,"['Adventure', 'Documentary']",4147,6.9,2012,95.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23232,tt2364841,Runner Runner,"['Crime', 'Thriller']",58235,5.6,2013,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23233,tt2364842,The Ouija Experiment,['Horror'],3036,3.3,2013,92.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23235,tt2364897,The Disappointments Room,"['Drama', 'Horror', 'Thriller']",8167,3.9,2016,85.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
23236,tt2364949,Touchy Feely,['Drama'],3350,5.3,2013,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23239,tt2364975,We Are the Best!,"['Drama', 'Music']",9290,7.2,2013,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
23265,tt2366308,Everything or Nothing,['Documentary'],1934,7.6,2012,98.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23267,tt2366450,Stories We Tell,['Documentary'],11232,7.6,2012,108.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23271,tt2366608,Lost River,"['Drama', 'Fantasy', 'Mystery']",15667,5.8,2014,95.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
23278,tt2367066,Lord of Tears,"['Drama', 'Horror']",1203,5.4,2013,100.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23293,tt2368254,A Private War,"['Biography', 'Drama', 'War']",9882,6.7,2018,110.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
23295,tt2368525,15 Years and One Day,['Drama'],1084,6.4,2013,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23300,tt2368553,Assault on Wall Street,"['Action', 'Crime', 'Thriller']",19238,6.0,2013,99.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23305,tt2368619,The Take,"['Action', 'Crime', 'Drama']",30968,6.3,2016,92.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23306,tt2368635,Bird People,"['Drama', 'Fantasy', 'Romance']",2742,6.1,2014,127.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
23310,tt2368672,Minuscule: Valley of the Lost Ants,"['Adventure', 'Animation', 'Family']",6603,7.2,2013,89.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
23316,tt2368749,After Lucia,['Drama'],5581,7.2,2012,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23338,tt2369041,Legendary,"['Action', 'Adventure', 'Sci-Fi']",1720,3.8,2013,92.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
23339,tt2369047,Horses of God,['Drama'],1487,7.1,2012,115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23343,tt2369135,Need for Speed,"['Action', 'Crime', 'Thriller']",154909,6.5,2014,132.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23344,tt2369154,R... Rajkumar,['Action'],4769,5.2,2013,146.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23348,tt2369205,Pioneer,['Thriller'],4448,6.0,2013,111.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23357,tt2369317,Space Station 76,"['Comedy', 'Drama', 'Sci-Fi']",7263,4.9,2014,93.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
23362,tt2369396,Bounty Killer,"['Action', 'Sci-Fi', 'Thriller']",6457,5.5,2013,92.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
23385,tt2370140,Crossfire Hurricane,"['Biography', 'Documentary', 'Music']",2154,7.4,2012,111.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
23386,tt2370224,Milius,"['Biography', 'Documentary', 'Drama']",1687,7.5,2013,103.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23388,tt2370230,All Summers End,['Drama'],1149,6.0,2017,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23390,tt2370248,Short Term 12,['Drama'],73063,8.0,2013,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23399,tt2370718,Artifact,"['Documentary', 'Music']",4398,8.1,2012,103.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23405,tt2371158,Secrets of War,"['Drama', 'Family', 'History']",1626,7.1,2014,95.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
23411,tt2371399,Moomins on the Riviera,"['Animation', 'Comedy', 'Family']",1005,6.0,2014,80.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
23412,tt2371411,Painted Skin: The Resurrection,"['Fantasy', 'Mystery', 'Romance']",2898,6.3,2012,131.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
23415,tt2371486,A Company Man,"['Action', 'Drama']",4537,6.7,2012,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23420,tt2371824,Paradise: Faith,['Drama'],3815,6.8,2012,115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23421,tt2371834,Paradise: Hope,['Drama'],3795,6.7,2013,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
