,tconst,primary_title,genres,numvotes,averagerating,start_year,runtime_minutes,Comedy,Action,Documentary,Sport,Musical,Animation,Romance,News,Game-Show,Fantasy,Horror,History,Biography,Drama,Music,Sci-Fi,Thriller,Adventure,Family,Crime,Western,Mystery,War
4986,tt1588173,Warm Bodies,"['Comedy', 'Horror', 'Romance']",208709,6.9,2013,98.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4988,tt1588334,"Jeff, Who Lives at Home","['Comedy', 'Drama']",60070,6.5,2011,83.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4991,tt1588337,Of Gods and Men,"['Drama', 'History']",13991,7.2,2010,122.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
4993,tt1588342,Easy Money II: Hard to Kill,"['Action', 'Crime', 'Drama']",6682,6.2,2012,99.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4997,tt1588358,Brother,"['Drama', 'Family', 'Sport']",2381,7.4,2010,97.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5002,tt1588398,Sleeping Beauty,"['Drama', 'Romance', 'Thriller']",29310,5.3,2011,101.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5008,tt1588875,How I Ended This Summer,['Drama'],6105,7.0,2010,130.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5009,tt1588878,The Late Bloomer,"['Comedy', 'Drama', 'Romance']",6910,5.2,2016,90.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5011,tt1588886,Greystone Park,"['Horror', 'Thriller']",1532,3.3,2012,83.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5012,tt1588895,Uncle Boonmee Who Can Recall His Past Lives,"['Drama', 'Fantasy']",11717,6.7,2010,114.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5015,tt1589424,Dersimiz: Atatürk,"['Biography', 'Drama', 'History']",1221,6.1,2010,92.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
5028,tt1590024,"If I Want to Whistle, I Whistle",['Drama'],5737,7.2,2010,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5033,tt1590089,Confessions,"['Drama', 'Thriller']",32144,7.8,2010,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5036,tt1590125,My iz budushchego 2,"['Action', 'Adventure', 'Sci-Fi']",1069,5.2,2010,98.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5038,tt1590129,Natarang,['Drama'],1314,8.4,2010,127.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5043,tt1590193,The Commuter,"['Action', 'Mystery', 'Thriller']",83114,6.3,2018,105.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5054,tt1590796,Mutant Girls Squad,"['Comedy', 'Fantasy', 'Horror']",1524,5.7,2010,89.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5057,tt1590950,Age of Heroes,"['Action', 'Adventure', 'Drama']",9115,5.6,2011,90.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5067,tt1591095,Insidious,"['Horror', 'Mystery', 'Thriller']",254197,6.9,2010,103.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
5072,tt1591479,Act of Valor,"['Action', 'Adventure', 'Drama']",63787,6.5,2012,110.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5074,tt1591504,The Hunters,"['Crime', 'Horror', 'Thriller']",1986,4.2,2011,111.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
5093,tt1592281,Take This Waltz,"['Comedy', 'Drama']",25866,6.6,2011,116.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5094,tt1592292,Zero 2,"['Comedy', 'Thriller']",5328,7.7,2010,90.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5096,tt1592503,Alien vs. Ninja,"['Action', 'Comedy', 'Fantasy']",2063,4.3,2010,80.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5097,tt1592521,Cousinhood,['Comedy'],4135,6.7,2011,98.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5101,tt1592525,Lockout,"['Action', 'Sci-Fi', 'Thriller']",89554,6.1,2012,95.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5102,tt1592527,The Black Power Mixtape 1967-1975,"['Documentary', 'History']",1671,7.6,2011,100.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5112,tt1592576,Swerve,"['Crime', 'Drama', 'Thriller']",1661,5.4,2011,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5120,tt1592873,LOL,"['Comedy', 'Drama', 'Romance']",51424,4.4,2012,97.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5145,tt1594503,With Love... from the Age of Reason,"['Comedy', 'Romance']",1658,5.8,2010,97.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5147,tt1594534,Traceless,"['Crime', 'Drama', 'Thriller']",1390,6.4,2010,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5152,tt1594562,The Innkeepers,"['Drama', 'Horror', 'Mystery']",31089,5.5,2011,101.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5156,tt1594917,Age of the Dragons,"['Action', 'Adventure', 'Fantasy']",4157,3.4,2011,91.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5157,tt1594918,Eyyvah Eyvah,['Comedy'],16989,7.1,2010,104.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5161,tt1594972,Norm of the North,"['Adventure', 'Animation', 'Comedy']",7951,3.6,2016,90.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5169,tt1595366,What Men Talk About,['Comedy'],4895,7.6,2010,93.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5179,tt1595656,To the Wonder,"['Drama', 'Romance']",25322,5.9,2012,112.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5180,tt1595833,The Monitor,"['Horror', 'Thriller']",5117,5.7,2011,96.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5186,tt1596343,Fast Five,"['Action', 'Crime', 'Thriller']",329892,7.3,2011,130.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5187,tt1596345,Pawn Sacrifice,"['Biography', 'Drama', 'Sport']",34942,7.0,2014,115.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5188,tt1596346,Soul Surfer,"['Biography', 'Drama', 'Family']",41659,7.1,2011,112.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
5189,tt1596350,This Means War,"['Action', 'Comedy', 'Romance']",167438,6.3,2012,103.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5190,tt1596352,I Am Slave,['Thriller'],1342,6.7,2010,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5191,tt1596363,The Big Short,"['Biography', 'Comedy', 'Drama']",309227,7.8,2015,130.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5192,tt1596365,The Woman in Black,"['Drama', 'Fantasy', 'Horror']",165357,6.4,2012,95.0,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
5199,tt1596753,Salinger,['Documentary'],2314,6.7,2013,120.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5203,tt1597033,Locked Down,"['Action', 'Crime', 'Thriller']",2422,4.3,2010,99.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5212,tt1597522,Astérix and Obélix: God Save Britannia,"['Adventure', 'Comedy', 'Family']",11965,5.3,2012,110.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
5227,tt1598642,Z for Zachariah,"['Drama', 'Sci-Fi', 'Thriller']",25429,6.0,2015,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
5229,tt1598778,Contagion,"['Action', 'Drama', 'Thriller']",201536,6.6,2011,106.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5232,tt1598822,New Year's Eve,"['Comedy', 'Romance']",76656,5.7,2011,113.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5233,tt1598828,One for the Money,"['Action', 'Comedy', 'Crime']",38473,5.3,2012,91.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5235,tt1598873,Cleanskin,"['Action', 'Crime', 'Drama']",19207,6.3,2012,108.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5236,tt1599296,Going Down in LA-LA Land,"['Comedy', 'Drama', 'Romance']",2188,6.2,2011,104.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5241,tt1599348,Safe House,"['Action', 'Adventure', 'Crime']",192655,6.8,2012,115.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
5246,tt1599975,The Princess of Montpensier,"['Action', 'Drama', 'History']",3322,6.4,2010,139.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
5250,tt1600195,Abduction,"['Action', 'Mystery', 'Thriller']",72552,5.1,2011,106.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5251,tt1600196,The Drop,"['Crime', 'Drama']",132161,7.1,2014,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5254,tt1600207,The Eye of the Storm,['Drama'],1440,6.3,2011,114.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5260,tt1600429,Old 37,['Horror'],1126,4.0,2015,84.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5262,tt1600438,Scents and Sensibility,"['Comedy', 'Drama', 'Romance']",1229,5.4,2011,90.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5267,tt1600524,Heartbeats,"['Drama', 'Romance']",24426,7.2,2010,101.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5272,tt1600701,Caged,"['Horror', 'Thriller']",1853,5.3,2010,84.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5287,tt1601227,Sons of Norway,['Drama'],1574,6.5,2011,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5295,tt1601475,Seconds Apart,"['Horror', 'Thriller']",5848,5.7,2011,89.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5297,tt1601823,Esrefpasalilar,"['Comedy', 'Drama']",1873,5.1,2010,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5301,tt1601913,The Grey,"['Action', 'Adventure', 'Drama']",228798,6.8,2011,117.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5305,tt1602098,Albert Nobbs,"['Drama', 'Romance']",22213,6.7,2011,113.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5306,tt1602472,2 Days in New York,"['Comedy', 'Drama', 'Romance']",13318,6.0,2012,96.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5308,tt1602476,Badmaa$h Company,"['Comedy', 'Crime', 'Drama']",5640,6.0,2010,142.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5309,tt1602479,Love in a Puff,"['Comedy', 'Drama', 'Romance']",2087,7.2,2010,104.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5315,tt1602572,Echoes of the Rainbow,"['Comedy', 'Drama', 'Romance']",1594,7.4,2010,117.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5317,tt1602585,Ye Maaya Chesave,['Romance'],2538,7.7,2010,155.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5319,tt1602613,Only God Forgives,"['Crime', 'Drama']",100318,5.7,2013,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5320,tt1602617,The Corridor,"['Drama', 'Horror', 'Sci-Fi']",2472,4.8,2010,98.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
5321,tt1602620,Amour,"['Drama', 'Romance']",84960,7.9,2012,127.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5322,tt1603257,ATM,"['Horror', 'Thriller']",21608,4.7,2012,90.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5325,tt1603362,Prasthanam,"['Action', 'Drama']",2058,8.4,2010,153.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5348,tt1604171,Prom,"['Comedy', 'Drama', 'Family']",14279,5.4,2011,104.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5350,tt1604231,The Kiss of Evil,"['Crime', 'Drama', 'Mystery']",1147,6.0,2011,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
5355,tt1604577,Priest of Evil,"['Mystery', 'Thriller']",1511,5.9,2010,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5362,tt1604900,Monga,"['Action', 'Crime', 'Drama']",2428,6.9,2010,140.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5364,tt1605630,American Reunion,['Comedy'],192250,6.7,2012,113.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5367,tt1605717,Frank,"['Comedy', 'Drama', 'Music']",70130,7.0,2014,95.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5373,tt1605769,The Monk,"['Drama', 'Mystery', 'Thriller']",3530,5.8,2011,101.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5375,tt1605777,The Woman in the Fifth,"['Drama', 'Mystery', 'Thriller']",5581,5.4,2011,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5377,tt1605782,Comic-Con Episode IV: A Fan's Hope,['Documentary'],2645,7.0,2011,88.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5378,tt1605783,Midnight in Paris,"['Comedy', 'Fantasy', 'Romance']",356500,7.7,2011,94.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5381,tt1605798,Effie Gray,"['Biography', 'Drama', 'Romance']",3633,5.9,2014,104.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5385,tt1606180,That's What I Am,"['Comedy', 'Drama', 'Romance']",9979,7.1,2011,101.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5386,tt1606183,Boss Engira Baskaran,['Comedy'],1815,7.3,2010,161.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5392,tt1606259,Knuckle,"['Biography', 'Documentary', 'Drama']",2642,6.8,2011,97.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5393,tt1606267,Lafangey Parindey,"['Action', 'Drama', 'Romance']",1839,5.3,2010,126.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5396,tt1606339,Sushi Girl,"['Crime', 'Mystery', 'Thriller']",4367,6.0,2012,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5399,tt1606378,A Good Day to Die Hard,"['Action', 'Thriller']",188383,5.3,2013,98.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5402,tt1606384,My Way,"['Action', 'Drama', 'War']",9312,7.8,2011,137.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5404,tt1606389,The Vow,"['Drama', 'Romance']",173629,6.8,2012,104.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5405,tt1606390,All Things Fall Apart,"['Drama', 'Sport']",2402,5.5,2011,110.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5406,tt1606392,Win Win,"['Comedy', 'Drama', 'Sport']",51618,7.2,2011,106.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5413,tt1606652,PiraMMMida,"['Crime', 'Drama']",1315,6.5,2011,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5414,tt1606657,Six-Pack Movie,"['Comedy', 'Drama']",1263,5.4,2011,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5421,tt1606789,Loft,"['Crime', 'Drama', 'Thriller']",5218,6.8,2010,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5422,tt1606829,The Other Dream Team,"['Documentary', 'Sport']",3332,8.4,2012,89.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5442,tt1608290,Zoolander 2,['Comedy'],59914,4.7,2016,101.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5447,tt1608368,House Hunting,"['Horror', 'Mystery', 'Thriller']",2282,5.2,2013,102.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
5449,tt1608516,Lauf Junge lauf,"['Action', 'Biography', 'Drama']",1621,7.1,2013,112.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5458,tt1608777,"LSD: Love, Sex Aur Dhokha","['Comedy', 'Crime', 'Drama']",4795,7.1,2010,155.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5470,tt1609159,Süskind,"['Biography', 'Drama', 'History']",2015,6.9,2012,118.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
5472,tt1609168,Vinnaithaandi Varuvaayaa,"['Drama', 'Romance']",4287,8.0,2010,157.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5473,tt1609479,Better Living Through Chemistry,"['Comedy', 'Drama']",13388,6.3,2014,91.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5478,tt1609492,Superclásico,['Comedy'],2302,6.4,2011,99.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5480,tt1609790,Cornelis,"['Biography', 'Drama', 'Music']",1745,6.3,2010,101.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
5482,tt1609808,Åsa-Nisse - Wälkom to Knohult,['Comedy'],1051,3.4,2011,89.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5494,tt1610452,Band Baaja Baaraat,"['Comedy', 'Drama', 'Romance']",13832,7.2,2010,139.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5500,tt1610525,Chuck,"['Biography', 'Drama', 'Sport']",4541,6.5,2016,98.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5501,tt1610996,Absentia,"['Drama', 'Horror', 'Mystery']",15507,5.8,2011,87.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5502,tt1611004,Autograph,['Drama'],1743,7.4,2010,131.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5512,tt1611211,Vincent Wants to Sea,['Drama'],4955,7.1,2010,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5513,tt1611224,Abraham Lincoln: Vampire Hunter,"['Action', 'Fantasy', 'Horror']",142853,5.9,2012,105.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5550,tt1612319,Re-Kill,"['Action', 'Horror']",2328,5.0,2015,88.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5553,tt1612608,The Italian,"['Comedy', 'Drama']",1360,5.8,2010,102.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5563,tt1612774,Rubber,"['Comedy', 'Fantasy', 'Horror']",31316,5.8,2010,82.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5564,tt1612782,The Butterfly Room,"['Horror', 'Thriller']",1799,5.5,2012,87.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5567,tt1613023,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest","['Documentary', 'Music']",3253,7.7,2011,97.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5573,tt1613040,Leader,['Drama'],3373,8.1,2010,167.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5578,tt1613062,The Music Never Stopped,"['Drama', 'Music']",7222,7.6,2011,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5580,tt1613092,Happy,"['Documentary', 'Drama', 'Family']",3014,7.2,2011,76.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5584,tt1613750,Kon-Tiki,"['Adventure', 'History']",41707,7.2,2012,118.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5591,tt1614408,Time Traveller,"['Adventure', 'Sci-Fi']",1474,6.5,2010,122.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5594,tt1614456,Little Deaths,['Horror'],2793,4.7,2011,94.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5601,tt1614989,Headhunters,"['Action', 'Crime', 'Thriller']",91246,7.6,2011,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5607,tt1615065,Savages,"['Crime', 'Drama', 'Thriller']",115793,6.5,2012,131.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5609,tt1615075,Suing the Devil,"['Drama', 'Fantasy']",3674,4.7,2011,106.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5612,tt1615147,Margin Call,"['Drama', 'Thriller']",107264,7.1,2011,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5619,tt1615160,The Foreigner,"['Action', 'Thriller']",81288,7.0,2017,113.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5635,tt1615916,You Should Meet My Son!,"['Comedy', 'Romance']",1508,6.7,2010,85.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5637,tt1615918,Alvin and the Chipmunks: Chipwrecked,"['Adventure', 'Animation', 'Comedy']",28158,4.4,2011,87.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5647,tt1616195,J. Edgar,"['Biography', 'Crime', 'Drama']",115925,6.6,2011,137.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
5655,tt1616543,Not the Messiah: He's a Very Naughty Boy,"['Comedy', 'Music']",1104,7.2,2010,92.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5664,tt1617145,Dark Souls,"['Horror', 'Thriller']",1645,5.2,2010,95.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5667,tt1617178,Little Rose,"['Drama', 'History', 'Romance']",1069,7.1,2010,118.0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
5676,tt1617620,A Horrible Way to Die,"['Drama', 'Horror', 'Thriller']",3147,5.3,2010,87.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
5679,tt1617661,Jupiter Ascending,"['Action', 'Adventure', 'Sci-Fi']",166327,5.3,2015,127.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5687,tt1618430,Dum Maaro Dum,"['Action', 'Crime', 'Drama']",3616,6.2,2011,128.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5688,tt1618432,I'm in Love with a Church Girl,"['Crime', 'Drama', 'Romance']",1536,4.5,2013,118.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5689,tt1618442,The Last Witch Hunter,"['Action', 'Adventure', 'Fantasy']",86118,6.0,2015,106.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5691,tt1618445,The We and the I,['Drama'],1773,6.1,2012,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5692,tt1618447,Goodbye First Love,"['Drama', 'Romance']",4352,6.6,2011,110.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
