tconst,genres,numvotes,averagerating,start_year,runtime_minutes,Adult,Sport,Sci-Fi,Fantasy,News,Western,Thriller,Family,Game-Show,Mystery,Music,Reality-TV,Animation,Drama,Adventure,Romance,History,Horror,War,Short,Biography,Documentary,Crime,Musical,Comedy,Action,release_date,movie,production_budget,domestic_gross,worldwide_gross,year,month,roi
tt1355683,"['Biography', 'Crime', 'Drama']",155847,6.9,2015,123.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2015-09-18,black mass,53000000.0,"$62,575,678",98837872.0,2015,9,86.48655094339622
tt1360826,['Drama'],404,5.6,2010,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-10-05,rust,250000.0,$0,0.0,2010,10,-100.0
tt1833781,['Drama'],412,6.1,2011,109.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-10-05,rust,250000.0,$0,0.0,2010,10,-100.0
tt3490320,"['Horror', 'Thriller']",22,6.1,2015,75.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2010-10-05,rust,250000.0,$0,0.0,2010,10,-100.0
tt7467324,['Drama'],377,6.6,2018,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-10-05,rust,250000.0,$0,0.0,2010,10,-100.0
tt1361313,['Comedy'],4580,5.9,2010,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010-07-30,the extra man,7000000.0,"$453,377",492108.0,2010,7,-92.96988571428571
tt1365519,"['Action', 'Adventure', 'Fantasy']",163560,6.3,2018,119.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2018-03-16,tomb raider,90000000.0,"$58,250,803",273477501.0,2018,3,203.86389
tt1366338,"['Adventure', 'Crime', 'Drama']",1954,5.7,2016,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,2017-05-12,lowriders,916000.0,"$6,179,955",6188421.0,2017,5,575.5918122270742
tt1366344,['Comedy'],65575,5.7,2011,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2011-12-09,the sitter,25000000.0,"$30,542,576",38749404.0,2011,12,54.99761600000001
tt4697228,['Horror'],250,4.0,2017,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2011-12-09,the sitter,25000000.0,"$30,542,576",38749404.0,2011,12,54.99761600000001
tt1366365,"['Action', 'Thriller']",33039,4.9,2012,93.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2012-09-07,the cold light of day,20000000.0,"$3,763,583",25361206.0,2012,9,26.806029999999996
tt1371111,"['Action', 'Drama', 'Mystery']",326473,7.4,2012,172.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2012-10-26,cloud atlas,102000000.0,"$27,108,272",130673154.0,2012,10,28.110935294117645
tt1371150,"['Comedy', 'Drama']",65202,6.6,2014,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2014-09-19,this is where i leave you,20000000.0,"$34,296,320",41296320.0,2014,9,106.4816
tt1371155,"['Biography', 'Comedy', 'Drama']",13121,7.2,2010,113.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2010-11-19,made in dagenham,8000000.0,"$1,095,369",15644196.0,2010,11,95.55245
tt1372686,"['Drama', 'Thriller', 'War']",29654,6.1,2011,123.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2012-01-20,coriolanus,10000000.0,"$749,641",2179623.0,2012,1,-78.20376999999999
tt3313066,"['Drama', 'History', 'War']",1347,8.7,2014,192.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,2012-01-20,coriolanus,10000000.0,"$749,641",2179623.0,2012,1,-78.20376999999999
tt1372689,"['Horror', 'Mystery']",800,5.1,2010,103.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2013-07-26,stranded,1900000.0,$0,285593.0,2013,7,-84.96878947368421
tt2268573,"['Horror', 'Sci-Fi']",3704,3.5,2013,84.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2013-07-26,stranded,1900000.0,$0,285593.0,2013,7,-84.96878947368421
tt4678134,['Documentary'],10,7.9,2015,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2013-07-26,stranded,1900000.0,$0,285593.0,2013,7,-84.96878947368421
tt1373405,"['Horror', 'Thriller']",141,2.4,2010,83.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2012-08-17,the awakening,4900000.0,"$95,933",6924321.0,2012,8,41.312673469387754
tt1687901,"['Horror', 'Thriller']",60215,6.5,2011,102.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2012-08-17,the awakening,4900000.0,"$95,933",6924321.0,2012,8,41.312673469387754
tt1374989,"['Action', 'Comedy', 'Horror']",46187,5.8,2016,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2016-02-05,pride and prejudice and zombies,28000000.0,"$10,907,291",16638300.0,2016,2,-40.5775
tt1374992,"['Drama', 'Fantasy', 'Romance']",66347,6.4,2012,109.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2013-03-15,upside down,50000000.0,"$102,118",26387039.0,2013,3,-47.225922
tt1713561,['Drama'],6,7.7,2011,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013-03-15,upside down,50000000.0,"$102,118",26387039.0,2013,3,-47.225922
tt2105043,['Drama'],45,6.6,2012,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013-03-15,upside down,50000000.0,"$102,118",26387039.0,2013,3,-47.225922
tt1375666,"['Action', 'Adventure', 'Sci-Fi']",1841066,8.8,2010,148.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2010-07-16,inception,160000000.0,"$292,576,195",835524642.0,2010,7,422.20290125
tt1375670,['Comedy'],210377,6.0,2010,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010-06-25,grown ups,75000000.0,"$162,001,186",272223430.0,2010,6,262.9645733333333
tt1376195,"['Action', 'Comedy', 'Drama']",3376,6.5,2010,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,2010-04-30,gunless,9900000.0,"$458,054",458054.0,2010,4,-95.37319191919192
tt1376213,"['Adventure', 'Family', 'Fantasy']",5257,5.4,2013,100.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2014-01-10,the adventurer: the curse of the midas box,25000000.0,$0,0.0,2014,1,-100.0
tt1385826,"['Romance', 'Sci-Fi', 'Thriller']",227616,7.1,2011,106.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2011-03-04,the adjustment bureau,50200000.0,"$62,495,645",126931325.0,2011,3,152.8512450199203
tt1385867,"['Action', 'Comedy', 'Crime']",81656,5.6,2010,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,2010-02-26,cop out,37000000.0,"$44,875,481",55909910.0,2010,2,51.10786486486486
tt1386588,"['Action', 'Comedy', 'Crime']",221664,6.7,2010,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,2010-08-06,the other guys,100000000.0,"$119,219,978",170936470.0,2010,8,70.93647
tt1386697,"['Action', 'Adventure', 'Fantasy']",533039,6.0,2016,123.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2016-08-05,suicide squad,175000000.0,"$325,100,054",746059887.0,2016,8,326.31993542857145
tt1386703,"['Action', 'Adventure', 'Mystery']",228460,6.3,2012,118.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2012-08-03,total recall,125000000.0,"$58,877,969",211856088.0,2012,8,69.4848704
tt1389072,"['Drama', 'Sci-Fi']",74815,5.7,2017,135.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2017-12-22,downsizing,68000000.0,"$24,449,754",54462971.0,2017,12,-19.907395588235293
tt1389137,"['Comedy', 'Drama', 'Family']",126849,7.1,2011,124.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2011-12-23,we bought a zoo,50000000.0,"$75,624,550",118729073.0,2011,12,137.458146
tt1389139,"['Crime', 'Drama', 'Horror']",4729,5.1,2016,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,2016-09-09,when the bough breaks,10000000.0,"$29,747,603",30768449.0,2016,9,207.68449
tt1390411,"['Action', 'Adventure', 'Biography']",108628,6.9,2015,122.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2015-12-11,in the heart of the sea,100000000.0,"$25,020,758",89693309.0,2015,12,-10.306690999999999
tt1390539,"['Adventure', 'Family', 'Fantasy']",1502,4.9,2013,97.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2013-03-01,the lost medallion: the adventures of billy stone,2500000.0,"$549,632",549632.0,2013,3,-78.01472000000001
tt1391137,"['Comedy', 'Drama', 'Romance']",8653,4.6,2010,121.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2010-04-02,why did i get married too?,20000000.0,"$60,095,852",60831067.0,2010,4,204.155335
tt1392170,"['Action', 'Adventure', 'Sci-Fi']",795227,7.2,2012,142.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2012-03-23,the hunger games,80000000.0,"$408,010,692",677923379.0,2012,3,747.40422375
tt1392190,"['Action', 'Adventure', 'Sci-Fi']",780910,8.1,2015,120.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2015-05-15,mad max: fury road,150000000.0,"$153,636,354",370098020.0,2015,5,146.73201333333336
tt1392197,"['Comedy', 'Family']",13283,4.2,2010,87.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010-06-04,marmaduke,50000000.0,"$33,644,788",89895930.0,2010,6,79.79186
tt1392214,"['Crime', 'Drama', 'Mystery']",526273,8.1,2013,153.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2013-09-20,prisoners,46000000.0,"$61,002,302",113402302.0,2013,9,146.52674347826087
tt1396484,"['Horror', 'Thriller']",359123,7.4,2017,135.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2017-09-08,it,35000000.0,"$327,481,748",697457969.0,2017,9,1892.7370542857143
tt1397280,"['Action', 'Thriller']",273106,6.3,2012,92.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2012-10-05,taken 2,45000000.0,"$139,854,287",377807404.0,2012,10,739.572008888889
tt1397514,"['Action', 'Adventure', 'Comedy']",83507,5.8,2012,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2012-02-10,journey 2: the mysterious island,79000000.0,"$103,860,290",318146162.0,2012,2,302.71666075949366
tt1398426,"['Biography', 'Drama', 'History']",165307,7.9,2015,147.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,2015-08-14,straight outta compton,28000000.0,"$161,197,785",202182981.0,2015,8,622.0820749999999
tt1399103,"['Action', 'Adventure', 'Sci-Fi']",366409,6.2,2011,154.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2011-06-29,transformers: dark of the moon,195000000.0,"$352,390,543",1123790543.0,2011,6,476.3028425641026
tt1399683,"['Drama', 'Mystery']",127751,7.2,2010,100.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-06-11,winter's bone,2000000.0,"$6,531,503",16131551.0,2010,6,706.57755
tt1401152,"['Action', 'Mystery', 'Thriller']",235167,6.9,2011,113.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2011-02-18,unknown,40000000.0,"$63,686,397",136123083.0,2011,2,240.30770750000002
tt2402731,['Drama'],14,6.9,2012,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2011-02-18,unknown,40000000.0,"$63,686,397",136123083.0,2011,2,240.30770750000002
tt1402488,"['Adventure', 'Animation', 'Comedy']",38396,5.9,2011,100.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,2011-11-18,happy feet two,135000000.0,"$64,006,466",157956466.0,2011,11,17.00478962962963
tt1403177,"['Comedy', 'Crime', 'Drama']",48483,7.0,2010,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2011-05-13,hesher,7000000.0,"$382,946",382946.0,2011,5,-94.52934285714286
tt1403241,"['Action', 'Fantasy', 'Horror']",7312,5.3,2014,91.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2014-11-14,wolves,18000000.0,$0,94953.0,2014,11,-99.47248333333333
tt4623856,"['Drama', 'Sport']",884,5.6,2016,109.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2014-11-14,wolves,18000000.0,$0,94953.0,2014,11,-99.47248333333333
tt1403865,"['Adventure', 'Drama', 'Western']",284034,7.6,2010,110.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2010-12-22,true grit,35000000.0,"$171,243,005",252276928.0,2010,12,620.7912228571429
tt1403981,"['Drama', 'Romance']",129443,7.1,2010,113.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2010-03-12,remember me,16000000.0,"$19,068,240",56506120.0,2010,3,253.16325
tt4843358,['Comedy'],72,5.2,2016,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010-03-12,remember me,16000000.0,"$19,068,240",56506120.0,2010,3,253.16325
tt1405500,['Drama'],6728,6.1,2010,133.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-11-05,for colored girls,21000000.0,"$37,729,698",38017873.0,2010,11,81.03749047619047
tt1407061,"['Comedy', 'Romance', 'Sport']",12466,5.9,2010,100.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2010-05-14,just wright,12000000.0,"$21,540,363",21867665.0,2010,5,82.23054166666667
tt1408101,"['Action', 'Adventure', 'Sci-Fi']",445535,7.7,2013,132.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2013-05-16,star trek into darkness,190000000.0,"$228,778,661",467381584.0,2013,5,145.99030736842104
tt1408253,"['Action', 'Comedy', 'Crime']",94529,6.2,2014,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,2014-01-17,ride along,25000000.0,"$134,202,565",153733800.0,2014,1,514.9352
tt2263520,['Action'],14,4.4,2012,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2014-01-17,ride along,25000000.0,"$134,202,565",153733800.0,2014,1,514.9352
tt1409024,"['Action', 'Adventure', 'Comedy']",309879,6.8,2012,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2012-05-25,men in black 3,215000000.0,"$179,020,854",654213485.0,2012,5,204.2853418604651
tt1411238,"['Comedy', 'Romance']",197663,6.2,2011,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2011-01-21,no strings attached,25000000.0,"$70,662,220",149228078.0,2011,1,496.912312
tt1411250,"['Action', 'Adventure', 'Sci-Fi']",144821,6.4,2013,119.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2013-09-06,riddick,38000000.0,"$42,025,135",94763758.0,2013,9,149.37831052631577
tt1411664,['Comedy'],10648,3.3,2011,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2011-09-09,bucky larson: born to be a star,10000000.0,"$2,529,395",2529395.0,2011,9,-74.70605
tt1411697,"['Comedy', 'Mystery']",432800,6.5,2011,102.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2011-05-26,the hangover part ii,80000000.0,"$254,464,305",586464305.0,2011,5,633.08038125
tt1411704,"['Adventure', 'Animation', 'Comedy']",28893,5.4,2011,95.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,2011-04-01,hop,63000000.0,"$108,085,305",188657593.0,2011,4,199.45649682539684
tt1412386,"['Comedy', 'Drama', 'Romance']",85811,7.3,2011,124.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2012-05-04,the best exotic marigold hotel,10000000.0,"$46,383,639",134639780.0,2012,5,1246.3978
tt1412528,"['Comedy', 'Drama', 'Romance']",22751,5.8,2017,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2017-03-03,table 19,5000000.0,"$3,614,896",4620399.0,2017,3,-7.59202
tt1413492,"['Action', 'Drama', 'History']",50155,6.6,2018,130.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,2018-01-19,12 strong,35000000.0,"$45,819,713",71118378.0,2018,1,103.19536571428571
tt1413495,"['Drama', 'Thriller']",33149,5.7,2013,106.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013-08-16,paranoia,40000000.0,"$7,388,654",16340767.0,2013,8,-59.1480825
tt1904995,['Thriller'],26,5.3,2012,87.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2013-08-16,paranoia,40000000.0,"$7,388,654",16340767.0,2013,8,-59.1480825
tt1414378,"['Action', 'Adventure', 'Drama']",3460,6.5,2010,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2011-12-31,tracker,6500000.0,$0,3149.0,2011,12,-99.95155384615386
tt1414382,"['Comedy', 'Family', 'Romance']",46690,5.8,2010,105.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2010-09-24,you again,20000000.0,"$25,702,053",32838945.0,2010,9,64.19472499999999
tt1416801,"['Biography', 'Crime', 'Drama']",41504,7.1,2011,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2011-03-11,kill the irishman,12000000.0,"$1,188,194",1188194.0,2011,3,-90.09838333333333
tt1418377,"['Action', 'Fantasy', 'Horror']",74910,5.1,2014,92.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2014-01-24,"i, frankenstein",65000000.0,"$19,075,290",74575290.0,2014,1,14.731215384615384
tt1418646,"['Drama', 'History', 'War']",6903,7.1,2010,122.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,2014-06-17,beneath hill 60,9000000.0,$0,3440939.0,2014,6,-61.76734444444445
tt1421051,"['Comedy', 'Drama']",40250,6.3,2010,97.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2010-12-22,somewhere,7000000.0,"$1,785,645",17023121.0,2010,12,143.18744285714286
tt1422136,"['Adventure', 'Crime', 'Thriller']",25547,6.3,2011,99.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2012-03-20,a lonely place to die,4000000.0,$0,442550.0,2012,3,-88.93625
tt1423894,"['Comedy', 'Drama']",23058,7.3,2010,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2011-01-14,barney's version,30000000.0,"$7,502,560",8845575.0,2011,1,-70.51475
tt1423995,"['Drama', 'Thriller']",38667,5.4,2010,105.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010-10-08,stone,22000000.0,"$1,810,078",4065020.0,2010,10,-81.52263636363635
tt2156825,"['Crime', 'Drama', 'Thriller']",607,5.6,2012,90.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2010-10-08,stone,22000000.0,"$1,810,078",4065020.0,2010,10,-81.52263636363635
tt1424381,"['Action', 'Adventure', 'Sci-Fi']",199764,6.4,2010,107.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2010-07-09,predators,40000000.0,"$52,000,688",127234389.0,2010,7,218.0859725
tt1425922,"['Drama', 'Family', 'Music']",1901,4.6,2013,93.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013-11-27,black nativity,17500000.0,"$7,018,188",7285135.0,2013,11,-58.37065714285714
tt1428538,"['Action', 'Fantasy', 'Horror']",183387,6.1,2013,88.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2013-01-25,hansel & gretel: witch hunters,50000000.0,"$55,703,475",214949716.0,2013,1,329.899432
tt1430132,"['Action', 'Adventure', 'Sci-Fi']",401286,6.7,2013,126.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2013-07-26,the wolverine,115000000.0,"$132,556,852",416456852.0,2013,7,262.1363930434783
tt1430607,"['Adventure', 'Animation', 'Comedy']",45439,7.1,2011,97.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,2011-11-23,arthur christmas,85000000.0,"$46,462,469",149717124.0,2011,11,76.13779294117647
tt1430612,"['Action', 'Crime']",37528,5.7,2014,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2014-04-25,brick mansions,28000000.0,"$20,396,829",73421224.0,2014,4,162.21865714285715
tt1430615,"['Biography', 'Drama', 'Family']",17585,6.5,2012,107.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2012-02-03,big miracle,40000000.0,"$20,157,300",25268680.0,2012,2,-36.828300000000006
tt1430626,"['Adventure', 'Animation', 'Comedy']",41958,6.7,2012,88.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,2012-04-27,the pirates! band of misfits,55000000.0,"$31,051,126",136143605.0,2012,4,147.53382727272728
tt1431045,"['Action', 'Adventure', 'Comedy']",820847,8.0,2016,108.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2016-02-12,deadpool,58000000.0,"$363,070,709",801025593.0,2016,2,1281.0786086206897
tt1431065,['Romance'],1835,6.6,2010,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt1788440,['Drama'],15,7.3,2010,109.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt4134856,"['Adventure', 'Drama']",51,5.6,2014,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt4192636,"['Drama', 'Romance']",225,6.7,2015,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt5512456,['Documentary'],15,7.1,2016,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt8903540,['Documentary'],5,8.2,2019,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2011-05-24,forget me not,1300000.0,$0,13465.0,2011,5,-98.96423076923077
tt1431181,"['Comedy', 'Drama']",26273,7.3,2010,129.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2010-12-29,another year,8000000.0,"$3,205,706",20005613.0,2010,12,150.0701625
tt3508808,"['Drama', 'Romance']",294,6.6,2014,107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2010-12-29,another year,8000000.0,"$3,205,706",20005613.0,2010,12,150.0701625
tt5886728,['Documentary'],40,7.2,2016,181.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2010-12-29,another year,8000000.0,"$3,205,706",20005613.0,2010,12,150.0701625
tt1433108,"['Action', 'Crime', 'Drama']",93618,6.5,2010,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2010-11-24,faster,24000000.0,"$23,240,020",35792945.0,2010,11,49.13727083333333
tt1433822,"['Horror', 'Thriller']",18112,4.1,2012,83.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2012-08-24,the apparition,17000000.0,"$4,936,819",10637281.0,2012,8,-37.42775882352941
