tconst,genre,roi,month,production_category
tt4116284,Animation,288.3250225,2,medium
tt4302938,Animation,40.99658545454545,8,medium
tt4575576,Animation,163.33967733333338,8,medium
tt4587656,Animation,213.79005,11,medium
tt4624424,Animation,161.93347285714285,9,medium
tt4701724,Animation,-9.42822,2,medium
tt4877122,Animation,333.12462400000004,7,medium
tt5113040,Animation,41.689370000000004,6,medium
tt5117670,Animation,594.272954,2,medium
tt5220122,Animation,710.8922492307692,7,medium
tt5314190,Animation,-85.416172,4,medium
tt5848272,Animation,199.59068285714287,11,large
tt6182908,Animation,167.11409625,9,medium
tt6428676,Animation,15.149422,3,medium
tt7424200,Animation,416.20592999999997,7,medium
tt7961060,Animation,1344.0912352941175,1,medium
tt0337692,Drama,-62.746792000000006,3,medium
tt4339118,Drama,-62.746792000000006,3,medium
tt5647250,Drama,-62.746792000000006,3,medium
tt0359950,Drama,106.44086043956044,12,medium
tt0365907,Drama,121.81638214285715,9,medium
tt0376136,Drama,-52.122817777777776,10,medium
tt0393049,Drama,-100.0,12,small
tt0433035,Drama,139.8912190909091,10,large
tt0435651,Drama,166.16082,8,medium
tt0443272,Drama,320.53274,11,medium
tt0443465,Drama,-83.86873333333334,9,small
tt4453750,Drama,-83.86873333333334,9,small
tt0443533,Drama,-97.61688000000001,11,medium
tt4283448,Drama,447.422252,6,large
tt0453562,Drama,214.42161612903226,4,medium
tt0454876,Drama,417.4266691666666,11,large
tt0466893,Drama,-95.54791428571428,9,medium
tt0470752,Drama,195.06455384615384,4,medium
tt0475290,Drama,191.63945454545456,2,medium
tt0478304,Drama,76.34807428571429,5,medium
tt3746918,Drama,19.45536,4,medium
tt0482461,Drama,-100.0,10,small
tt0485985,Drama,-13.16293448275862,1,medium
tt0490215,Drama,-48.974997849462355,12,medium
tt1731755,Drama,-48.974997849462355,12,medium
tt2275949,Drama,-48.974997849462355,12,medium
tt3425108,Drama,-48.974997849462355,12,medium
tt0491152,Drama,85.95461714285715,5,medium
tt0491203,Drama,-72.828928,9,medium
tt0498381,Drama,231.669132,2,medium
tt0763831,Drama,-48.023785,3,medium
tt0780504,Drama,442.3862,9,medium
tt0780653,Drama,-4.910428,2,large
tt0787524,Drama,23.82122,4,medium
tt0790636,Drama,1112.2369,11,medium
tt0803061,Drama,129.97575824175826,12,medium
tt4706780,Drama,129.97575824175826,12,medium
tt0804497,Drama,-17.088125,10,medium
tt0804509,Drama,241.715352,12,medium
tt2130270,Drama,241.715352,12,medium
tt7959026,Drama,241.715352,12,medium
tt0810922,Drama,-60.123136842105254,3,medium
tt0816442,Drama,300.4563736842105,11,medium
tt0816692,Drama,303.8662878787879,11,large
tt0817177,Drama,-69.35719285714286,8,medium
tt2388050,Drama,-69.35719285714286,8,medium
tt0829150,Drama,214.63103285714286,10,medium
tt0840361,Drama,312.34292162162166,9,medium
tt0842926,Drama,806.8867250000002,7,small
tt0850709,Drama,131.27881499999998,2,medium
tt3231054,Drama,131.27881499999998,2,medium
tt0857190,Drama,77.78591111111109,3,small
tt0878835,Drama,52.33926666666666,4,small
tt0879870,Drama,244.331315,8,medium
tt0881320,Drama,263.1903266666667,2,medium
tt0882977,Drama,286.05156,2,medium
tt0882977,Drama,-100.0,12,small
tt0889573,Drama,162.41297368421053,8,medium
tt0892318,Drama,173.82846,5,medium
tt0918940,Drama,93.83445833333332,7,large
tt0935075,Drama,24.10068,12,medium
tt0945513,Drama,338.8390593750001,4,medium
tt0947798,Drama,2448.205461538462,12,medium
tt0947810,Drama,-2.4769799999999997,3,medium
tt0954947,Drama,-72.1747923076923,6,medium
tt0955308,Drama,53.55190761904761,5,large
tt0955308,Drama,-14.396524242424242,11,medium
tt2363363,Drama,53.55190761904761,5,large
tt2363363,Drama,-14.396524242424242,11,medium
tt0959306,Drama,-100.0,11,medium
tt0964517,Drama,1075.1126181818179,12,medium
tt0968264,Drama,-36.370356,4,medium
tt0970179,Drama,0.026546666666666663,11,large
tt0989757,Drama,468.134036,2,medium
tt0993842,Drama,117.81231333333334,4,medium
tt0993846,Drama,289.87041400000004,12,medium
tt0999913,Drama,-54.984716000000006,9,medium
tt1002563,Drama,-56.46608928571428,3,medium
tt1007029,Drama,725.6578857142857,1,medium
tt1754656,Drama,31.650218064516128,2,medium
tt1014763,Drama,-83.991558,4,medium
tt1015471,Drama,-99.31299999999999,4,small
tt1017451,Drama,-44.435452631578954,3,medium
tt1018765,Drama,-69.30515,10,medium
tt1020072,Drama,233.88287999999997,1,medium
tt1020558,Drama,-47.43301333333334,8,medium
tt1024648,Drama,410.4286674157303,10,medium
tt1028576,Drama,72.50356285714284,10,medium
tt10300662,Drama,65.88609523809525,8,medium
tt1458169,Drama,65.88609523809525,8,medium
tt1033575,Drama,777.539,11,medium
tt5838908,Drama,777.539,11,medium
tt1034389,Drama,55.974192,2,medium
tt1037705,Drama,98.43852125,1,medium
tt1045658,Drama,1025.7735857142857,11,medium
tt1055292,Drama,178.65220263157894,10,medium
tt1065073,Drama,1331.826225,7,small
tt1067583,Drama,207.39399210526318,4,medium
tt1068242,Drama,162.4576416666667,10,medium
tt1072748,Drama,1167.944,2,small
tt1075747,Drama,-76.54745531914894,6,medium
tt1083452,Drama,95.9151304347826,2,medium
tt1085448,Drama,2876.1302,7,medium
tt1646127,Drama,2876.1302,7,medium
tt2611518,Drama,2876.1302,7,medium
tt4786282,Drama,2876.1302,7,medium
tt1091191,Drama,274.51158000000004,12,medium
tt1959490,Drama,171.40851153846154,3,large
tt2109176,Drama,171.40851153846154,3,large
tt5132504,Drama,152.905265,3,medium
tt1092634,Drama,-68.988156,10,medium
tt2409300,Drama,27.430332,6,medium
tt1105355,Drama,-98.2344,2,small
tt1924429,Drama,41.212825,4,medium
tt1924429,Drama,-100.0,12,small
tt1120985,Drama,1556.624,12,small
tt1124035,Drama,237.98228260869564,10,medium
tt1124037,Drama,-53.525496,6,medium
tt1125929,Drama,-99.41540400000001,6,medium
tt1126590,Drama,173.17872,12,medium
tt1126591,Drama,64.64122727272728,11,medium
tt1586713,Drama,64.64122727272728,11,medium
tt1126618,Drama,49.487675,11,medium
tt3118452,Drama,-99.4988,8,small
tt1130964,Drama,-93.19735,3,medium
tt1137450,Drama,61.91988333333334,3,medium
tt1139328,Drama,45.627757777777774,2,medium
tt1147681,Drama,-100.0,12,small
tt1799508,Drama,-100.0,12,small
tt4126476,Drama,-100.0,12,small
tt1152398,Drama,123.6954705882353,3,medium
tt1152830,Drama,-64.58435,4,medium
tt1155076,Drama,779.437345,6,medium
tt1161864,Drama,162.55131621621618,1,medium
tt1164999,Drama,-29.46421714285714,1,medium
tt1175709,Drama,-95.631915,12,medium
tt1179056,Drama,236.3703457142857,4,medium
tt1179933,Drama,2065.728440000001,3,medium
tt1181614,Drama,-65.980825,10,medium
tt1182350,Drama,128.31877333333333,9,medium
tt1183923,Drama,-96.44081,10,medium
tt1188996,Drama,400.06524203069665,2,medium
tt1189340,Drama,117.862715,3,medium
tt1193631,Drama,452.96372333333335,8,medium
tt1196141,Drama,413.02873999999997,3,medium
tt1196338,Drama,-100.0,5,medium
tt3896284,Drama,-100.0,5,medium
tt1198101,Drama,86.46948913043478,5,medium
tt1204975,Drama,303.2648821428571,1,medium
tt1205537,Drama,118.96235333333334,1,medium
tt1206543,Drama,-29.843750000000004,12,medium
tt1210039,Drama,-98.90616999999999,2,medium
tt1210166,Drama,122.60167,9,medium
tt1211890,Drama,18.403,10,small
tt1212419,Drama,117.32054,10,medium
tt1212428,Drama,-42.92725666666667,4,medium
tt1212450,Drama,109.20648846153848,8,medium
tt1213641,Drama,75.33970833333333,10,medium
tt1216491,Drama,33.1341,10,medium
tt1537401,Drama,71.67852631578947,1,medium
tt1216520,Drama,-100.0,3,medium
tt1219827,Drama,52.64608181818182,3,large
tt1226273,Drama,38.02076,1,medium
tt1226753,Drama,133.02026999999998,8,medium
tt2698966,Drama,133.02026999999998,8,medium
tt1226837,Drama,-47.874303999999995,10,medium
tt1533013,Drama,-47.874303999999995,10,medium
tt1228987,Drama,41.351995,10,medium
tt1230168,Drama,-1.1753076923076924,10,medium
tt1233192,Drama,-97.91224545454546,8,medium
tt1233301,Drama,-78.810356,7,medium
tt1235170,Drama,23.9174,7,small
tt1235522,Drama,-1.4855857142857145,1,medium
tt1242460,Drama,53.78975714285714,1,medium
tt1243974,Drama,-31.386240540540534,5,medium
tt1244659,Drama,-48.945212903225794,1,medium
tt1244754,Drama,-5.3841600000000005,10,medium
tt7799386,Drama,-5.3841600000000005,10,medium
tt4170206,Drama,227.3994883333333,10,medium
tt8851190,Drama,227.3994883333333,10,medium
tt2187167,Drama,35.17675833333334,4,medium
tt3462710,Drama,35.17675833333334,4,medium
tt5615904,Drama,35.17675833333334,4,medium
tt1251743,Drama,-99.4824,7,medium
tt1253864,Drama,182.08324666666667,11,medium
tt1255953,Drama,135.85798529411767,9,medium
tt1259528,Drama,167.10463666666666,1,medium
tt1261945,Drama,210.1902926315789,5,medium
tt1265990,Drama,228.41066875,2,medium
tt1270262,Drama,-68.76625130890052,7,medium
tt1272886,Drama,-100.0,2,small
tt1274300,Drama,-98.610285,12,medium
tt1683003,Drama,-98.610285,12,medium
tt3840898,Drama,-98.610285,12,medium
tt1274586,Drama,-98.50722,12,medium
tt1276104,Drama,468.22135,9,medium
tt1282046,Drama,-97.3684,8,small
tt1282140,Drama,852.5090125,9,medium
tt1285016,Drama,462.3053375,10,medium
tt1289419,Drama,62.22775,10,small
tt1291584,Drama,-3.13846,9,medium
tt1292566,Drama,170.2804864864865,2,medium
tt1294226,Drama,363.39474,3,medium
tt1306980,Drama,416.6841875,9,medium
tt1307068,Drama,17.66959,6,medium
tt1307926,Drama,-92.5568163265306,5,small
tt1313092,Drama,92.34959523809523,8,small
tt1314190,Drama,-86.84166666666668,3,small
tt1316616,Drama,-88.83058333333334,5,medium
tt1318514,Drama,406.4367741935483,8,medium
tt1319716,Drama,-83.57061,10,medium
tt1320244,Drama,3798.105555555556,8,small
tt1320291,Drama,50.37867,12,medium
tt1321860,Drama,-75.97124761904762,5,medium
tt5770620,Drama,-99.84600285714286,3,medium
tt1321870,Drama,73.50150500000001,1,medium
tt1322269,Drama,102.95524,12,medium
tt1323045,Drama,748.3132733333333,11,large
tt1325004,Drama,938.3865117647058,6,medium
tt1327194,Drama,286.535332,4,medium
tt1327601,Drama,-100.0,3,small
tt1336617,Drama,43.75565714285714,6,medium
tt1327773,Drama,490.0849933333333,8,medium
tt1334260,Drama,-25.508546666666664,9,medium
tt1335975,Drama,-13.304677142857145,12,large
tt1336608,Drama,-12.811525714285715,6,medium
tt1340800,Drama,287.87052857142857,12,medium
tt1341167,Drama,-35.037040000000005,11,small
tt3919820,Drama,-100.0,12,small
tt1343092,Drama,84.75811526315789,5,large
tt1350546,Drama,-40.89794347826086,6,medium
tt1893256,Drama,-40.89794347826086,6,medium
tt3279418,Drama,-40.89794347826086,6,medium
tt8666442,Drama,-40.89794347826086,6,medium
tt1355630,Drama,612.3288181818183,8,medium
tt1355631,Drama,-56.38293894736842,7,medium
tt1355644,Drama,174.76333818181817,12,large
tt1355683,Drama,86.48655094339622,9,medium
tt1360826,Drama,-100.0,10,small
tt1833781,Drama,-100.0,10,small
tt7467324,Drama,-100.0,10,small
tt1366338,Drama,575.5918122270742,5,small
tt1371111,Drama,28.110935294117645,10,large
tt1371150,Drama,106.4816,9,medium
tt1371155,Drama,95.55245,11,medium
tt1372686,Drama,-78.20376999999998,1,medium
tt3313066,Drama,-78.20376999999998,1,medium
tt1374992,Drama,-47.225922,3,medium
tt1713561,Drama,-47.225922,3,medium
tt2105043,Drama,-47.225922,3,medium
tt1376195,Drama,-95.37319191919191,4,medium
tt1389072,Drama,-19.907395588235293,12,medium
tt1389137,Drama,137.458146,12,medium
tt1389139,Drama,207.68448999999998,9,medium
tt1391137,Drama,204.155335,4,medium
tt1392214,Drama,146.52674347826087,9,medium
tt1398426,Drama,622.0820749999998,8,medium
tt1399683,Drama,706.57755,6,small
tt2402731,Drama,240.3077075,2,medium
tt1403177,Drama,-94.52934285714286,5,medium
tt4623856,Drama,-99.47248333333332,11,medium
tt1403865,Drama,620.7912228571429,12,medium
tt1403981,Drama,253.16325,3,medium
tt1405500,Drama,81.03749047619047,11,medium
tt1412386,Drama,1246.3978,5,medium
tt1412528,Drama,-7.59202,3,medium
tt1413492,Drama,103.19536571428571,1,medium
tt1413495,Drama,-59.148082499999994,8,medium
tt1414378,Drama,-99.95155384615386,12,medium
tt1416801,Drama,-90.09838333333332,3,medium
tt1418646,Drama,-61.767344444444454,6,medium
tt1421051,Drama,143.18744285714286,12,medium
tt1423894,Drama,-70.51475,1,medium
tt1423995,Drama,-81.52263636363634,10,medium
tt2156825,Drama,-81.52263636363634,10,medium
tt1425922,Drama,-58.37065714285714,11,medium
tt1430615,Drama,-36.82830000000001,2,medium
tt1788440,Drama,-98.96423076923077,5,small
tt4134856,Drama,-98.96423076923077,5,small
tt4192636,Drama,-98.96423076923077,5,small
tt1431181,Drama,150.0701625,12,medium
tt3508808,Drama,150.0701625,12,medium
tt1433108,Drama,49.13727083333333,11,medium
tt6559390,Drama,-37.42775882352941,8,medium
tt5734820,Drama,441.6886766666667,4,medium
tt1438254,Drama,10.177463636363637,7,medium
tt1440161,Drama,-91.197704,5,medium
tt1440292,Drama,141.15457894736844,6,small
tt1440728,Drama,239.753615,9,medium
tt1441326,Drama,443.8911,10,small
tt1441395,Drama,-45.639601503759394,4,medium
tt1441951,Drama,410.71759090909086,1,medium
tt1441953,Drama,-33.53331,6,medium
tt1450328,Drama,-75.18406666666667,2,small
tt1454029,Drama,752.480016,8,medium
tt1454468,Drama,530.6351572727273,10,large
tt1745686,Drama,49.84206666666667,5,small
tt4218696,Drama,49.84206666666667,5,small
tt6060874,Drama,49.84206666666667,5,small
tt1458175,Drama,124.18638666666666,11,medium
tt1462041,Drama,-16.715668,9,medium
tt1462054,Drama,7.915066666666666,4,small
tt1462758,Drama,970.1225064774986,9,small
tt1462769,Drama,38.1228975,8,medium
tt1464580,Drama,-83.01294999999998,4,small
tt1465490,Drama,68.556765,12,medium
tt2446980,Drama,68.556765,12,medium
tt6180144,Drama,68.556765,12,medium
tt8917752,Drama,68.556765,12,medium
tt1470020,Drama,-98.72243478260869,8,small
tt1470827,Drama,1027.9460000000001,10,small
tt1483010,Drama,384.61527086614166,3,large
tt3315342,Drama,384.61527086614166,3,large
tt1485796,Drama,360.3161309523809,12,medium
tt1486193,Drama,-99.26839166666667,8,medium
tt4982356,Drama,307.4923,1,medium
tt1491044,Drama,-63.763909999999996,5,medium
tt1492841,Drama,-100.0,3,small
tt1494821,Drama,1079.56954,8,medium
tt1644694,Drama,1079.56954,8,medium
tt1993416,Drama,1079.56954,8,medium
tt3474788,Drama,1079.56954,8,medium
tt4178092,Drama,1079.56954,8,medium
tt4420962,Drama,1079.56954,8,medium
tt8474974,Drama,1079.56954,8,medium
tt1496422,Drama,-67.77869600000001,10,medium
tt1498569,Drama,-65.3436125,9,medium
tt8136112,Drama,-65.3436125,9,medium
tt1502712,Drama,39.8743225,8,large
tt1506999,Drama,58.15086956521739,1,medium
tt1507261,Drama,-92.54214285714286,10,small
tt3860916,Drama,-92.54214285714286,10,small
tt5207838,Drama,-92.54214285714286,10,small
tt5492502,Drama,-92.54214285714286,10,small
tt1508675,Drama,145.09447272727272,10,medium
tt1509803,Drama,-99.10568965517241,8,small
tt1512235,Drama,-76.24268000000001,4,small
tt1807022,Drama,-76.24268000000001,4,small
tt1517177,Drama,-95.89594444444445,9,medium
tt2123129,Drama,-95.89594444444445,9,medium
tt2379653,Drama,-95.89594444444445,9,medium
tt1517260,Drama,28.954102000000002,3,medium
tt1517451,Drama,1104.026586111111,10,medium
tt1518812,Drama,-6.5036,4,small
tt1521197,Drama,-42.48905818181819,10,medium
tt1524137,Drama,293.6274200000001,1,medium
tt1527186,Drama,132.09891489361704,11,medium
tt5797456,Drama,132.09891489361704,11,medium
tt1528100,Drama,91.65322357142857,12,large
tt1529572,Drama,-96.9996,4,small
tt5541186,Drama,-96.9996,4,small
tt8779022,Drama,-96.9996,4,small
tt1531663,Drama,-43.5798,5,medium
tt1532503,Drama,347.32521875,6,small
tt1532958,Drama,-16.383115,9,medium
tt1535108,Drama,138.49340916666665,8,large
tt1783264,Drama,138.49340916666665,8,large
tt1535109,Drama,301.17851636363633,10,medium
tt1535438,Drama,343.61765,8,medium
tt1535612,Drama,-92.34281333333332,11,medium
tt1535616,Drama,-94.78793333333331,1,small
tt1541995,Drama,89.13674999999998,7,medium
tt1542344,Drama,234.53983888888888,11,medium
tt1544600,Drama,1115.3675,2,small
tt1549572,Drama,1101.588,7,small
tt1551641,Drama,-99.58768666666668,9,medium
tt1554091,Drama,-81.15749,6,medium
tt2027265,Drama,-81.15749,6,medium
tt1554921,Drama,-100.0,1,medium
tt1555064,Drama,37.346579999999996,12,medium
tt1555069,Drama,86.93893200000002,12,medium
tt2328900,Drama,86.93893200000002,12,medium
tt1559547,Drama,20.565752,2,medium
tt1560747,Drama,35.059776,9,medium
tt1562568,Drama,-53.18372222222222,8,small
tt1562847,Drama,-87.68633333333334,8,small
tt1563738,Drama,294.45794666666666,8,medium
tt1616203,Drama,294.45794666666666,8,medium
tt6168298,Drama,294.45794666666666,8,medium
tt6214734,Drama,294.45794666666666,8,medium
tt8274146,Drama,294.45794666666666,8,medium
tt1564349,Drama,159.6452,9,medium
tt1566501,Drama,-16.447875,6,medium
tt1568139,Drama,-87.69458,6,medium
tt1568341,Drama,-100.0,7,small
tt1568346,Drama,165.97107777777774,12,medium
tt1568911,Drama,124.02218428571429,12,medium
tt3313072,Drama,124.02218428571429,12,medium
tt2170576,Drama,-100.0,3,small
tt4338136,Drama,-100.0,3,small
tt7385812,Drama,-100.0,3,small
tt1570989,Drama,748.298,11,small
tt1571222,Drama,-25.962345000000003,11,medium
tt1571249,Drama,479.7192,9,small
tt1578275,Drama,0.7812357142857143,1,medium
tt1582507,Drama,539.1881449275362,9,medium
tt1583420,Drama,104.83045,7,medium
tt1586265,Drama,135.92804266666667,5,medium
tt1588334,Drama,-52.91873,3,medium
tt1591479,Drama,587.4752916666667,2,medium
tt1592873,Drama,-5.168127272727274,5,medium
tt1594562,Drama,34.87133333333333,2,small
tt1596346,Drama,161.9925111111111,4,medium
tt1596363,Drama,375.5812571428571,12,medium
tt1596365,Drama,759.7059866666667,2,medium
tt1598778,Drama,129.25265666666667,9,medium
tt5943940,Drama,147.56673999999998,9,medium
tt1600196,Drama,51.226460317460315,9,medium
tt1601913,Drama,224.996704,1,medium
tt1602098,Drama,13.853373333333332,12,medium
tt1602613,Drama,-6.363333333333332,7,small
tt1602620,Drama,279.24787628865977,12,medium
tt1604100,Drama,-100.0,6,small
tt1604171,Drama,34.5397875,4,medium
tt1605776,Drama,1873.55632,9,medium
tt1606389,Drama,558.7271999999998,2,medium
tt1610996,Drama,-87.77857142857141,12,small
tt1615065,Drama,83.36331111111113,7,medium
tt1615147,Drama,500.97726470588236,10,small
tt1616195,Drama,141.73151428571433,11,medium
tt1618430,Drama,123.71975,4,medium
tt1619029,Drama,306.53902222222223,12,medium
tt2108546,Drama,306.53902222222223,12,medium
tt1620935,Drama,-58.725462500000006,11,medium
tt7319312,Drama,-96.82225,4,small
tt8746682,Drama,-96.82225,4,small
tt1625346,Drama,89.5863,12,medium
tt1629757,Drama,-58.495895,10,medium
tt1630036,Drama,1659.2942,9,small
tt3076658,Drama,369.1015702702703,11,medium
tt4354930,Drama,369.1015702702703,11,medium
tt2123342,Drama,-44.29404,8,small
tt1637688,Drama,371.7255771428572,10,medium
tt1637706,Drama,417.22497999999996,8,medium
tt1639397,Drama,-100.0,11,small
tt1640484,Drama,445.1228714285714,5,medium
tt1640486,Drama,388.1348525714286,6,large
tt1640714,Drama,-100.0,12,small
tt1645080,Drama,-50.27412500000001,6,small
tt1647668,Drama,56.87164799999999,5,medium
tt1649419,Drama,323.976515,12,medium
tt1653002,Drama,-100.0,2,small
tt1653203,Drama,-100.0,8,small
tt1655420,Drama,242.40572000000003,11,medium
tt1655441,Drama,129.94845333333333,4,medium
tt1655442,Drama,701.6044499999998,11,medium
tt6215338,Drama,-48.663582857142856,9,medium
tt1656194,Drama,-88.94196,2,medium
tt1657507,Drama,80.738155,8,medium
tt1658801,Drama,-75.25388571428572,10,medium
tt1659337,Drama,154.37925384615386,9,medium
tt1661199,Drama,462.685634736842,3,medium
tt1661382,Drama,74.51815,12,medium
tt1661420,Drama,155.55204494382022,5,medium
tt1663628,Drama,-100.0,12,small
tt1666185,Drama,21.948566666666665,6,medium
tt1667307,Drama,-55.8567,4,small
tt1667310,Drama,-72.10608333333333,12,medium
tt1667353,Drama,104.25115529411764,3,medium
tt1669617,Drama,138.32958333333335,4,small
tt2051894,Drama,138.32958333333335,4,small
tt2221640,Drama,357.0256,5,medium
tt1673697,Drama,126.61155555555555,3,medium
tt1674784,Drama,-97.75276571428572,10,medium
tt1675192,Drama,4.674021052631579,9,small
tt1675846,Drama,-100.0,9,small
tt1679248,Drama,-100.0,10,small
tt1682180,Drama,0.29094166666666665,3,medium
tt1684628,Drama,6.553111111111112,8,small
tt3219106,Drama,192.69248933333333,10,medium
tt1691916,Drama,278.91364,3,medium
tt1692486,Drama,52.448616,12,medium
tt2210657,Drama,-100.0,12,small
tt2980794,Drama,-100.0,12,small
tt4594050,Drama,-100.0,12,small
tt1694020,Drama,3.2366850000000005,12,medium
tt1694021,Drama,-100.0,5,medium
tt1699745,Drama,39.59865,9,small
tt3268668,Drama,39.59865,9,small
tt1702439,Drama,235.89625357142862,2,medium
tt1702455,Drama,-100.0,9,small
tt1703957,Drama,-57.263041176470594,6,medium
tt6925204,Drama,-57.263041176470594,6,medium
tt8919194,Drama,-57.263041176470594,6,medium
tt1706593,Drama,930.6815833333334,2,medium
tt1706620,Drama,120.1747,6,medium
tt1710396,Drama,13.301505454545454,1,medium
tt1714206,Drama,176.67803999999998,8,small
tt1714209,Drama,-96.08313076923079,12,medium
tt1714210,Drama,730.3078947368422,9,small
tt1715336,Drama,-72.46047102233388,6,small
tt3673036,Drama,-72.46047102233388,6,small
tt3872918,Drama,-72.46047102233388,6,small
tt4898888,Drama,-72.46047102233388,6,small
tt1716777,Drama,-21.1408,6,medium
tt1758741,Drama,-21.1408,6,medium
tt1717210,Drama,-100.0,12,medium
tt1719071,Drama,-75.536825,11,small
tt1720182,Drama,439.1992,3,small
tt1723811,Drama,214.0437076923077,12,medium
tt3009444,Drama,214.0437076923077,12,medium
tt1726592,Drama,-11.07464090909091,10,medium
tt1726669,Drama,-53.4089,7,medium
tt1727388,Drama,437.0762,7,medium
tt1727824,Drama,1527.2460763636366,11,medium
tt4155318,Drama,70.26180333333333,9,medium
tt5029482,Drama,70.26180333333333,9,medium
tt5161028,Drama,70.26180333333333,9,medium
tt6107516,Drama,70.26180333333333,9,medium
tt1730687,Drama,-89.99711666666668,4,medium
tt1734433,Drama,-100.0,1,small
tt2063641,Drama,-100.0,1,small
tt3032282,Drama,-100.0,1,small
tt3090634,Drama,-100.0,1,small
tt7539088,Drama,-100.0,1,small
tt9174880,Drama,-100.0,1,small
tt1735898,Drama,135.89514470588236,6,large
tt1741273,Drama,63.040095,11,medium
tt1742044,Drama,63.20683,6,medium
tt1742334,Drama,-47.49587714285714,3,medium
tt1742336,Drama,2475.494166666667,6,small
tt1747958,Drama,-88.75400384615385,3,medium
tt2941230,Drama,-88.75400384615385,3,medium
tt1748122,Drama,330.3027875,5,medium
tt1748179,Drama,-17.972406779661018,7,medium
tt1748207,Drama,218.10962962962958,4,small
tt1754838,Drama,37.359138461538464,8,medium
tt3802576,Drama,37.359138461538464,8,medium
tt6314294,Drama,37.359138461538464,8,medium
tt6447400,Drama,37.359138461538464,8,medium
tt8655740,Drama,37.359138461538464,8,medium
tt1758575,Drama,-50.41516666666666,4,small
tt1758692,Drama,1391.36,10,small
tt4621872,Drama,1391.36,10,small
tt1758810,Drama,23.503274285714284,10,medium
tt1763303,Drama,-99.14695,10,small
tt1764183,Drama,198.589275,9,medium
tt1767382,Drama,730.538,3,small
tt1769363,Drama,-99.17822222222222,4,small
tt1772261,Drama,-100.0,8,small
tt1772288,Drama,-15.341550000000002,3,medium
tt1772317,Drama,253.26142000000002,7,medium
tt2495778,Drama,253.26142000000002,7,medium
tt1772408,Drama,-99.73981034482759,10,medium
tt6722030,Drama,350.0733875,5,medium
tt1777595,Drama,-89.30546,3,medium
tt1781769,Drama,44.907402040816315,11,medium
tt1781827,Drama,-74.840125,8,medium
tt1781935,Drama,-100.0,11,small
tt1785670,Drama,84.66521999999998,11,medium
tt4218572,Drama,84.66521999999998,11,medium
tt1787759,Drama,116.643272,4,medium
tt1788391,Drama,-42.22425000000001,2,small
tt1790885,Drama,156.40463809523808,12,medium
tt1791528,Drama,-26.13827,12,medium
tt1791682,Drama,75.03828,3,medium
tt1798243,Drama,-88.65562,10,medium
tt1798291,Drama,-100.0,6,small
tt1798684,Drama,213.8548533333333,7,medium
tt1798709,Drama,109.40789130434784,1,medium
tt1800241,Drama,544.695735,12,medium
tt1800741,Drama,401.67360606060606,7,medium
tt1801552,Drama,-39.109,6,medium
tt1805319,Drama,887.3037733333333,1,medium
tt1868050,Drama,887.3037733333333,1,medium
tt3843072,Drama,887.3037733333333,1,medium
tt5437970,Drama,887.3037733333333,1,medium
tt3210686,Drama,222.49905909090907,2,medium
tt1809398,Drama,151.58126769230768,12,medium
tt1810683,Drama,-11.153505000000001,4,medium
tt1814621,Drama,44.10512307692307,3,medium
tt1815862,Drama,93.46128076923077,5,large
tt1817273,Drama,213.40966,3,medium
tt1821549,Drama,106.34466666666668,11,medium
tt1822311,Drama,-98.51314285714285,8,small
tt1823664,Drama,115.1225,12,medium
tt1823672,Drama,114.28991020408165,3,medium
tt1826727,Drama,119.19970333333336,5,medium
tt1828325,Drama,54.872124,12,medium
tt2039393,Drama,54.872124,12,medium
tt2924336,Drama,54.872124,12,medium
tt1833881,Drama,-8.9913,3,medium
tt1836838,Drama,-99.635536,3,medium
tt6950432,Drama,-99.635536,3,medium
tt1837636,Drama,-95.61515833333334,4,medium
tt1837703,Drama,-76.33010769230769,10,medium
tt1839642,Drama,-71.028075,3,small
tt1840417,Drama,172.82846666666663,9,medium
tt1842448,Drama,-100.0,6,small
tt1848834,Drama,-100.0,6,small
tt2219370,Drama,-100.0,6,small
tt1844203,Drama,-99.891825,2,small
tt1921149,Drama,-45.39011666666667,10,medium
tt2181875,Drama,-100.0,7,medium
tt1850418,Drama,-100.0,3,small
tt2612800,Drama,253.43553333333332,12,medium
tt9851050,Drama,253.43553333333332,12,medium
tt1853728,Drama,349.948323,12,medium
tt1855199,Drama,283.91070666666667,9,medium
tt1856101,Drama,40.193193513513506,10,large
tt1860357,Drama,-21.407805128205126,9,large
tt1861343,Drama,-100.0,12,small
tt1862079,Drama,489.6424,6,small
tt1866249,Drama,1049.5204,10,small
tt1867035,Drama,374.91544,2,medium
tt3499096,Drama,374.91544,2,medium
tt1869425,Drama,135.23288,4,small
tt2948840,Drama,74.01666551724138,3,medium
tt1869716,Drama,-53.41606153846154,5,medium
tt1870529,Drama,-69.76051052631578,9,medium
tt1872194,Drama,52.238776,10,medium
tt1876451,Drama,146.60323,8,medium
tt1878870,Drama,112.17781111111113,11,medium
tt1880418,Drama,-49.06666666666666,1,small
tt1881002,Drama,-77.16088888888889,5,small
tt9000062,Drama,-77.16088888888889,5,small
tt2912776,Drama,-99.42966666666668,10,small
tt1895587,Drama,360.4423,11,medium
tt7785302,Drama,360.4423,11,medium
tt1907639,Drama,-90.3266,6,small
tt1907668,Drama,417.9304451612904,11,medium
tt1911600,Drama,2.41532,2,medium
