tconst,genre,roi,month,production_category
tt1464580,Sci-Fi,-83.01294999999998,4,small
tt1470827,Sci-Fi,1027.9460000000001,10,small
tt1478964,Sci-Fi,-50.31397692307692,7,medium
tt3315342,Sci-Fi,384.61527086614166,3,large
tt1483013,Sci-Fi,139.93052749999998,4,large
tt3860916,Sci-Fi,-92.54214285714286,10,small
tt1519461,Sci-Fi,-99.84888000000001,5,medium
tt1525366,Sci-Fi,-91.68262264150944,7,medium
tt1527186,Sci-Fi,132.09891489361704,11,medium
tt1534085,Sci-Fi,-94.86445454545456,5,small
tt1535108,Sci-Fi,138.49340916666665,8,large
tt1535616,Sci-Fi,-94.78793333333331,1,small
tt1549572,Sci-Fi,1101.588,7,small
tt1616203,Sci-Fi,294.45794666666666,8,medium
tt1564585,Sci-Fi,582.64973,11,medium
tt1583421,Sci-Fi,168.38621785714284,3,large
tt1592525,Sci-Fi,69.71524500000001,4,medium
tt7867360,Sci-Fi,147.56673999999998,9,medium
tt1617661,Sci-Fi,1.6662117318435754,2,large
tt1622991,Sci-Fi,-100.0,12,small
tt1893415,Sci-Fi,-100.0,12,small
tt1628841,Sci-Fi,132.82995393939393,6,large
tt1631707,Sci-Fi,-100.0,4,small
tt1631867,Sci-Fi,108.16924494382023,6,large
tt1650062,Sci-Fi,415.94549,6,medium
tt1663662,Sci-Fi,116.31731894736843,7,large
tt2120120,Sci-Fi,171.15756000000002,7,medium
tt1677720,Sci-Fi,286.19342400000005,3,large
tt3619854,Sci-Fi,-88.96666666666668,9,small
tt1706593,Sci-Fi,930.6815833333334,2,medium
tt1706620,Sci-Fi,120.1747,6,medium
tt1709143,Sci-Fi,-97.53430188679243,12,medium
tt1715336,Sci-Fi,-72.46047102233388,6,small
tt1748207,Sci-Fi,218.10962962962958,4,small
tt1772240,Sci-Fi,430.35638,9,medium
tt1790864,Sci-Fi,924.4701794117647,9,medium
tt1798709,Sci-Fi,109.40789130434784,1,medium
tt1817771,Sci-Fi,-99.78497575757576,10,medium
tt1825683,Sci-Fi,574.129112,2,large
tt9447594,Sci-Fi,54.872124,12,medium
tt1832471,Sci-Fi,-98.96338333333333,12,medium
tt1836212,Sci-Fi,-100.0,1,small
tt1843866,Sci-Fi,320.2364052941177,4,large
tt1855325,Sci-Fi,270.22712153846163,9,medium
tt1856101,Sci-Fi,40.193193513513506,10,large
tt5442430,Sci-Fi,74.01666551724138,3,medium
tt1872181,Sci-Fi,254.49816800000002,5,large
tt1877832,Sci-Fi,273.9313875,5,large
tt4520364,Sci-Fi,-8.765175,9,medium
tt1951264,Sci-Fi,565.2831130769231,11,large
tt1951265,Sci-Fi,513.2601048,11,large
tt1951266,Sci-Fi,305.616741875,11,large
tt1976009,Sci-Fi,-22.1890825,11,medium
tt1981128,Sci-Fi,120.79600900000001,10,medium
tt2002718,Sci-Fi,-8.634955,10,medium
tt2011276,Sci-Fi,-91.77663157894736,1,small
tt2040578,Sci-Fi,-100.0,6,small
tt2099556,Sci-Fi,-96.01912903225808,4,small
tt2109248,Sci-Fi,425.73289333333327,6,large
tt4287320,Sci-Fi,125.84368888888888,4,medium
tt2140379,Sci-Fi,29.489688461538464,7,medium
tt2183034,Sci-Fi,224.4195769230769,7,medium
tt2209764,Sci-Fi,3.0392580000000002,4,medium
tt2231461,Sci-Fi,256.7135666666667,4,large
tt6017942,Sci-Fi,-66.34393,8,medium
tt2250912,Sci-Fi,402.9522,7,large
tt2262282,Sci-Fi,62.68794666666667,1,medium
tt2700194,Sci-Fi,-100.0,2,medium
tt2272998,Sci-Fi,-100.0,1,small
tt2316204,Sci-Fi,145.89819278350515,5,medium
tt2319456,Sci-Fi,-100.0,9,small
tt2343473,Sci-Fi,-100.0,6,small
tt2387433,Sci-Fi,691.5460285714287,2,small
tt2395427,Sci-Fi,324.38413883847545,5,large
tt2436386,Sci-Fi,174.24530833333333,1,medium
tt2543164,Sci-Fi,332.1870085106383,11,medium
tt2557478,Sci-Fi,87.69686967741936,3,large
tt2592614,Sci-Fi,685.252975,1,medium
tt2637294,Sci-Fi,-8.381114285714286,2,medium
tt2645670,Sci-Fi,-100.0,12,small
tt2660888,Sci-Fi,81.51472054054054,7,large
tt2737304,Sci-Fi,-100.0,12,medium
tt2797642,Sci-Fi,-100.0,11,small
tt2800038,Sci-Fi,-82.9662,9,medium
tt2872732,Sci-Fi,1043.76944,7,medium
tt2884206,Sci-Fi,-14.7601,7,small
tt2910814,Sci-Fi,-33.36695,6,small
tt2918436,Sci-Fi,667.1862,2,medium
tt2924392,Sci-Fi,-99.8944,5,small
tt2975578,Sci-Fi,1139.2764555555557,7,medium
tt3072482,Sci-Fi,759.3717,4,small
tt3157318,Sci-Fi,-88.26799999999999,7,small
tt3277624,Sci-Fi,-93.6986,3,small
tt3316948,Sci-Fi,8.196528571428571,8,medium
tt3343868,Sci-Fi,-100.0,12,small
tt3371366,Sci-Fi,177.8310322580645,6,large
tt3385516,Sci-Fi,204.7963741573034,5,large
tt3480796,Sci-Fi,18.138618333333334,12,medium
tt3498820,Sci-Fi,356.0277652,5,large
tt3551400,Sci-Fi,-100.0,12,small
tt3626436,Sci-Fi,-100.0,5,small
tt3659388,Sci-Fi,506.7328175925926,10,large
tt3666210,Sci-Fi,-100.0,12,small
tt3717490,Sci-Fi,18.776293333333328,3,large
tt3748528,Sci-Fi,424.55142800000004,12,large
tt3829266,Sci-Fi,81.23586704545455,9,medium
tt4046784,Sci-Fi,409.1248557377049,9,medium
tt4094724,Sci-Fi,1085.14727,7,medium
tt4154664,Sci-Fi,541.7494571428572,3,large
tt4154756,Sci-Fi,582.7114,4,large
tt4154916,Sci-Fi,-100.0,11,small
tt4162992,Sci-Fi,-100.0,10,small
tt4547056,Sci-Fi,-8.536438095238095,2,medium
tt4573516,Sci-Fi,1473.78,4,small
tt6823368,Sci-Fi,1126.517525,1,medium
tt4701182,Sci-Fi,356.0741068627451,12,large
tt4779682,Sci-Fi,197.4891657303371,8,large
tt4881806,Sci-Fi,668.1016464705882,6,large
tt5688932,Sci-Fi,471.42375,7,small
tt5834262,Sci-Fi,-14.94134,6,medium
tt5968394,Sci-Fi,-64.0268,3,medium
tt6133466,Sci-Fi,950.902346153846,7,medium
tt6644200,Sci-Fi,1867.7782,4,medium
tt6476140,Sci-Fi,-54.531884,1,medium
tt6499752,Sci-Fi,451.7761666666667,6,small
tt6565702,Sci-Fi,-57.21075714285714,6,large
tt7752126,Sci-Fi,299.84997142857145,5,medium
tt7837402,Sci-Fi,-100.0,12,small
tt0446029,Fantasy,-43.46263058823529,8,medium
tt0451279,Fantasy,447.422252,6,large
tt0454876,Fantasy,417.4266691666666,11,large
tt0478304,Fantasy,76.34807428571429,5,medium
tt0479997,Fantasy,127.8165,1,medium
tt0780653,Fantasy,-4.910428,2,large
tt0790628,Fantasy,-14.398096875,3,medium
tt0800320,Fantasy,294.5719104000001,4,large
tt0800369,Fantasy,199.55107866666665,5,large
tt0803096,Fantasy,165.951425625,6,large
tt0808510,Fantasy,134.60497083333334,1,medium
tt0814255,Fantasy,134.7903936842105,2,medium
tt0816462,Fantasy,-29.60429666666667,8,medium
tt0822847,Fantasy,40.25671,5,medium
tt0829150,Fantasy,214.63103285714286,10,medium
tt0903624,Fantasy,306.8014272000001,12,large
tt0974015,Fantasy,118.648403,11,large
tt0978764,Fantasy,19.677851999999998,3,medium
tt0980970,Fantasy,169.79803225806452,12,large
tt1002563,Fantasy,-56.46608928571428,3,medium
tt1014759,Fantasy,412.745555,3,large
tt2049386,Fantasy,412.745555,3,large
tt1032751,Fantasy,-79.72779761904762,12,medium
tt1034415,Fantasy,-64.826925,10,medium
tt1038686,Fantasy,160.18297692307692,1,medium
tt1041804,Fantasy,-77.25998222222222,11,medium
tt1043726,Fantasy,-15.780972857142858,1,medium
tt1071875,Fantasy,161.78483333333332,2,medium
tt1072748,Fantasy,1167.944,2,small
tt1075747,Fantasy,-76.54745531914894,6,medium
tt1077368,Fantasy,58.80177866666667,5,large
tt1104001,Fantasy,100.0313815,12,large
tt1121096,Fantasy,14.605228421052633,2,medium
tt1799508,Fantasy,-100.0,12,small
tt1152398,Fantasy,123.6954705882353,3,medium
tt1170358,Fantasy,284.146742,12,large
tt1211837,Fantasy,309.9421612121212,11,large
tt1212419,Fantasy,117.32054,10,medium
tt1224378,Fantasy,31.71834615384616,6,medium
tt1228987,Fantasy,41.351995,10,medium
tt1235170,Fantasy,23.9174,7,small
tt1240982,Fantasy,-47.756724,4,medium
tt1245492,Fantasy,295.434740625,6,medium
tt1253863,Fantasy,200.70913727272725,3,large
tt1253864,Fantasy,182.08324666666667,11,medium
tt1267297,Fantasy,143.388614,7,medium
tt1270761,Fantasy,56.505708,8,medium
tt1274300,Fantasy,-98.610285,12,medium
tt1288558,Fantasy,475.1668,4,medium
tt1289401,Fantasy,59.033790277777776,7,large
tt1298650,Fantasy,154.6672856794934,5,large
tt1319716,Fantasy,-83.57061,10,medium
tt1611845,Fantasy,748.3132733333333,11,large
tt1325004,Fantasy,938.3865117647058,6,medium
tt6026954,Fantasy,-94.8413,7,small
tt1351685,Fantasy,1.3782579487179487,3,large
tt1355630,Fantasy,612.3288181818183,8,medium
tt1365519,Fantasy,203.86389,3,medium
tt1374992,Fantasy,-47.225922,3,medium
tt1376213,Fantasy,-100.0,1,medium
tt1386697,Fantasy,326.31993542857145,8,large
tt1390539,Fantasy,-78.01472000000003,3,small
tt1403241,Fantasy,-99.47248333333332,11,medium
tt1418377,Fantasy,14.731215384615385,1,medium
tt1428538,Fantasy,329.899432,1,medium
tt1438254,Fantasy,10.177463636363637,7,medium
tt1440161,Fantasy,-91.197704,5,medium
tt1745686,Fantasy,49.84206666666667,5,small
tt1477834,Fantasy,616.80915,12,large
tt1486185,Fantasy,118.28200476190477,3,medium
tt1488555,Fantasy,46.14820576923078,8,medium
tt4982356,Fantasy,307.4923,1,medium
tt1502404,Fantasy,-17.914834,2,medium
tt1520498,Fantasy,-94.670465,8,medium
tt1538403,Fantasy,26.609278333333336,8,medium
tt1559547,Fantasy,20.565752,2,medium
tt6214734,Fantasy,294.45794666666666,8,medium
tt1571234,Fantasy,-14.712583000000002,12,medium
tt1596365,Fantasy,759.7059866666667,2,medium
tt1605783,Fantasy,441.67591333333337,5,medium
tt1611224,Fantasy,103.68848888888887,6,medium
tt1612774,Fantasy,36.1828,4,small
tt1618442,Fantasy,63.52364,10,medium
tt1620680,Fantasy,29.51639029126213,3,large
tt1623205,Fantasy,145.17952549999995,3,large
tt1637725,Fantasy,1012.033254,6,medium
tt1646987,Fantasy,103.51338866666666,3,large
tt1648190,Fantasy,89.10254499999999,8,medium
tt1655441,Fantasy,129.94845333333333,4,medium
tt1661199,Fantasy,462.685634736842,3,medium
tt1691916,Fantasy,278.91364,3,medium
tt1731141,Fantasy,16.348439090909093,11,large
tt1748179,Fantasy,-17.972406779661018,7,medium
tt1754633,Fantasy,-99.8782,10,small
tt1756851,Fantasy,-81.88077142857144,7,medium
tt1790809,Fantasy,242.71353782608696,5,large
tt1792647,Fantasy,12.051448,12,medium
tt1850418,Fantasy,-100.0,3,small
tt1854564,Fantasy,123.17728222222222,8,medium
tt1883370,Fantasy,-99.42966666666668,10,small
tt1935902,Fantasy,-54.029666666666664,4,small
tt4439120,Fantasy,175.0935214285714,6,medium
tt1981115,Fantasy,329.73501066666665,11,large
tt2034800,Fantasy,122.99123466666666,2,large
tt2076220,Fantasy,5.76065,10,small
tt2118624,Fantasy,-100.0,11,small
tt2119543,Fantasy,215.829375,9,medium
tt2122313,Fantasy,125.84368888888888,4,medium
tt2125435,Fantasy,1192.5073333333335,6,small
tt2187884,Fantasy,-73.5443076923077,10,small
tt2194499,Fantasy,644.24315,11,medium
tt3297792,Fantasy,-91.483595,5,medium
tt2239822,Fantasy,19.499086666666667,7,large
tt2467046,Fantasy,29.80755625,10,medium
tt2243537,Fantasy,2296.90232,1,small
tt2274648,Fantasy,-18.549016,4,medium
tt2279339,Fantasy,134.59716666666665,11,medium
tt2310332,Fantasy,278.2310484,12,large
tt2316801,Fantasy,686.99981625,3,large
tt2771200,Fantasy,686.99981625,3,large
tt2345759,Fantasy,110.2327717948718,6,large
tt2366608,Fantasy,0.4822,4,small
tt2404233,Fantasy,-0.8308885714285714,2,large
tt2554274,Fantasy,36.30337090909091,10,medium
tt2567026,Fantasy,62.898889411764706,5,large
tt2655734,Fantasy,-100.0,12,small
tt3315656,Fantasy,5479.29612,1,medium
tt2828996,Fantasy,430.171525,4,small
tt2975590,Fantasy,247.00011239999998,3,large
tt3183660,Fantasy,345.7793627777778,11,large
tt3210710,Fantasy,-100.0,10,small
tt3416532,Fantasy,7.940767441860465,1,medium
tt3530002,Fantasy,109.709384,11,medium
tt3691740,Fantasy,42.60477142857143,7,large
tt3717252,Fantasy,132.02634857142857,1,medium
tt3731562,Fantasy,203.28219405405403,3,large
tt3741700,Fantasy,76.0452594117647,5,large
tt3778644,Fantasy,42.96412618181818,5,large
tt3838992,Fantasy,-99.54084,9,medium
tt3850590,Fantasy,311.92262,12,medium
tt3861390,Fantasy,102.94377764705881,3,large
tt4030600,Fantasy,321.4557702702703,1,medium
tt6960218,Fantasy,521.9535217391305,3,small
tt4080386,Fantasy,203.7037037037037,12,small
tt4123430,Fantasy,226.11004300000002,11,large
tt6998518,Fantasy,-76.20573333333334,9,medium
tt5028340,Fantasy,162.71424461538462,12,large
tt5322012,Fantasy,95.64454166666668,7,medium
tt5519340,Fantasy,-100.0,12,medium
tt5523010,Fantasy,28.1368690744921,11,large
tt5580390,Fantasy,904.0553538461537,12,medium
tt5688932,Fantasy,471.42375,7,small
tt6265828,Fantasy,2669.782,7,small
tt7634968,Fantasy,249.55951500000003,2,medium
tt4453750,News,-83.86873333333334,9,small
tt4249090,News,80.55090517241379,12,medium
tt1032751,Western,-79.72779761904762,12,medium
tt1210819,Western,-5.453776363636364,7,large
tt1403865,Western,620.7912228571429,12,medium
tt1518812,Western,-6.5036,4,small
tt4121152,Western,-94.78793333333331,1,small
tt1629705,Western,-72.94873333333334,10,small
tt1702425,Western,40.78253333333333,3,medium
tt1853728,Western,349.948323,12,medium
tt2140037,Western,-84.91462,1,medium
tt2271563,Western,-100.0,2,medium
tt2398231,Western,-48.64018125,11,medium
tt2404435,Western,80.58350666666666,9,medium
tt2479478,Western,-100.0,12,medium
tt2510028,Western,-97.40452173913044,9,small
tt2557490,Western,116.9463925,5,medium
tt3359872,Western,-100.0,12,small
tt0429493,Thriller,61.12833727272727,6,large
tt0431021,Thriller,492.3218857142857,8,medium
tt0455407,Thriller,197.08175789473685,2,medium
tt0455944,Thriller,250.7338618181818,9,medium
tt0458481,Thriller,-37.46024307692308,8,medium
tt0464054,Thriller,-100.0,12,small
tt0472399,Thriller,79.64092470588236,1,medium
tt0477080,Thriller,74.44307473684209,11,medium
tt3425108,Thriller,-48.974997849462355,12,medium
tt0790724,Thriller,262.28456,12,medium
tt7959026,Thriller,241.715352,12,medium
tt2388050,Thriller,-69.35719285714286,8,medium
tt0837563,Thriller,421.4340285714286,4,medium
tt0840361,Thriller,312.34292162162166,9,medium
tt0872230,Thriller,-33.09012,10,medium
tt0881320,Thriller,263.1903266666667,2,medium
tt0882977,Thriller,286.05156,2,medium
tt0882977,Thriller,-100.0,12,small
tt0938305,Thriller,-100.0,12,medium
tt0944835,Thriller,123.57730307692309,7,large
tt0947798,Thriller,2448.205461538462,12,medium
tt0947810,Thriller,-2.4769799999999997,3,medium
tt4532826,Thriller,53.55190761904761,5,large
tt4532826,Thriller,-14.396524242424242,11,medium
tt0985694,Thriller,270.96776,9,medium
tt0990363,Thriller,-100.0,4,medium
tt0993842,Thriller,117.81231333333334,4,medium
tt0999913,Thriller,-54.984716000000006,9,medium
tt1015471,Thriller,-99.31299999999999,4,small
tt1024648,Thriller,410.4286674157303,10,medium
tt1029360,Thriller,173.4659114285714,5,medium
tt1458169,Thriller,65.88609523809525,8,medium
tt1071875,Thriller,161.78483333333332,2,medium
tt1074638,Thriller,455.26349050000005,11,large
tt1082807,Thriller,135.85884,3,medium
tt1646127,Thriller,2876.1302,7,medium
tt1085492,Thriller,-100.0,8,medium
tt2109176,Thriller,171.40851153846154,3,large
tt2072227,Thriller,-68.988156,10,medium
tt1106860,Thriller,-99.33588571428572,3,medium
tt1124035,Thriller,237.98228260869564,10,medium
tt1129412,Thriller,-99.4988,8,small
tt1130884,Thriller,274.3272275,2,medium
tt1135084,Thriller,120.5852125,8,medium
tt1139328,Thriller,45.627757777777774,2,medium
tt1179034,Thriller,2.190707692307692,2,medium
tt1189340,Thriller,117.862715,3,medium
tt1194173,Thriller,124.284736,8,large
tt1196338,Thriller,-100.0,5,medium
tt3488328,Thriller,-100.0,5,medium
tt1204977,Thriller,1966.01264,10,medium
tt1205537,Thriller,118.96235333333334,1,medium
tt1206543,Thriller,-29.843750000000004,12,medium
tt1219289,Thriller,476.16636666666665,3,medium
tt1226753,Thriller,133.02026999999998,8,medium
tt2698966,Thriller,133.02026999999998,8,medium
tt2126235,Thriller,-81.2784315068493,2,medium
tt2179027,Thriller,-100.0,12,small
tt1233192,Thriller,-97.91224545454546,8,medium
tt1234719,Thriller,-25.901307692307693,11,medium
tt1235522,Thriller,-1.4855857142857145,1,medium
tt1236254,Thriller,-100.0,12,small
tt1241226,Thriller,-98.83466666666666,3,small
tt1242432,Thriller,-26.944514285714288,10,small
tt1242460,Thriller,53.78975714285714,1,medium
tt1243957,Thriller,178.731369,12,medium
tt2181948,Thriller,227.3994883333333,10,medium
tt3462710,Thriller,35.17675833333334,4,medium
tt1265990,Thriller,228.41066875,2,medium
tt1270262,Thriller,-68.76625130890052,7,medium
tt1270761,Thriller,56.505708,8,medium
tt1270797,Thriller,635.8867284482758,10,large
tt1931601,Thriller,635.8867284482758,10,large
tt1273221,Thriller,-94.57835,10,medium
tt1274586,Thriller,-98.50722,12,medium
tt1288558,Thriller,475.1668,4,medium
tt1289419,Thriller,62.22775,10,small
tt1293847,Thriller,305.92159882352934,1,medium
tt1308729,Thriller,-58.91278363636364,2,medium
tt1314655,Thriller,533.54114,9,medium
tt1320244,Thriller,3798.105555555556,8,small
tt1320253,Thriller,227.1563097560976,8,medium
tt1334553,Thriller,-94.8413,7,small
tt1340800,Thriller,287.87052857142857,12,medium
tt1342096,Thriller,-100.0,12,small
tt1345836,Thriller,294.34149054545446,7,large
tt3279418,Thriller,-40.89794347826086,6,medium
tt3490320,Thriller,-100.0,10,small
tt1366365,Thriller,26.80603,9,medium
tt1372686,Thriller,-78.20376999999998,1,medium
tt1373405,Thriller,41.31267346938776,8,small
tt1687901,Thriller,41.31267346938776,8,small
tt1385826,Thriller,152.8512450199203,3,medium
tt1396484,Thriller,1892.7370542857145,9,medium
tt1397280,Thriller,739.5720088888891,10,medium
tt1401152,Thriller,240.3077075,2,medium
tt1413495,Thriller,-59.148082499999994,8,medium
tt1904995,Thriller,-59.148082499999994,8,medium
tt1422136,Thriller,-88.93625,3,small
tt1423995,Thriller,-81.52263636363634,10,medium
tt2156825,Thriller,-81.52263636363634,10,medium
tt1433822,Thriller,-37.42775882352941,8,medium
tt1440728,Thriller,239.753615,9,medium
tt1441326,Thriller,443.8911,10,small
tt1448755,Thriller,-6.5585057142857135,9,medium
tt1454468,Thriller,530.6351572727273,10,large
tt4218696,Thriller,49.84206666666667,5,small
tt1457767,Thriller,1490.0007050000002,7,medium
tt1462041,Thriller,-16.715668,9,medium
tt1462758,Thriller,970.1225064774986,9,small
tt4540326,Thriller,970.1225064774986,9,small
tt1470827,Thriller,1027.9460000000001,10,small
tt1876409,Thriller,139.93052749999998,4,large
tt1486192,Thriller,17.699234615384615,4,medium
tt1488602,Thriller,307.4923,1,medium
tt3387542,Thriller,307.4923,1,medium
tt3474788,Thriller,1079.56954,8,medium
tt4178092,Thriller,1079.56954,8,medium
tt1502404,Thriller,-17.914834,2,medium
tt1502407,Thriller,2449.00667,10,medium
tt1506999,Thriller,58.15086956521739,1,medium
tt5618160,Thriller,-95.89594444444445,9,medium
tt1519461,Thriller,-99.84888000000001,5,medium
tt1521197,Thriller,-42.48905818181819,10,medium
tt1524575,Thriller,14.839876923076924,7,medium
tt1529572,Thriller,-96.9996,4,small
tt1534085,Thriller,-94.86445454545456,5,small
tt1535109,Thriller,301.17851636363633,10,medium
tt1540011,Thriller,289.85577,9,medium
tt1540133,Thriller,253.2909,7,medium
tt1719676,Thriller,-99.407425,11,medium
tt1547234,Thriller,-10.30514,8,medium
tt1549920,Thriller,61.10252333333334,1,medium
tt1554921,Thriller,-100.0,1,medium
tt1564585,Thriller,582.64973,11,medium
tt1570983,Thriller,-100.0,3,small
tt1572315,Thriller,138.330065,1,medium
tt1575694,Thriller,-100.0,5,medium
tt1641841,Thriller,-99.9862,5,medium
tt1582507,Thriller,539.1881449275362,9,medium
tt1590193,Thriller,154.96357749999999,1,medium
tt1591095,Thriller,6558.059066666668,4,small
tt1592525,Thriller,69.71524500000001,4,medium
tt1596343,Thriller,404.1307632,4,large
tt1598778,Thriller,129.25265666666667,9,medium
tt1600195,Thriller,147.56673999999998,9,medium
tt2447982,Thriller,147.56673999999998,9,medium
tt3567288,Thriller,1873.55632,9,medium
tt1606378,Thriller,230.70565,2,medium
tt1615065,Thriller,83.36331111111113,7,medium
tt1615147,Thriller,500.97726470588236,10,small
tt1615160,Thriller,302.23817142857143,10,medium
tt7319312,Thriller,-96.82225,4,small
tt1631707,Thriller,-100.0,4,small
tt1633356,Thriller,-24.491388,9,medium
tt1641388,Thriller,-100.0,8,small
tt1649419,Thriller,323.976515,12,medium
tt1650062,Thriller,415.94549,6,medium
tt1825978,Thriller,701.6044499999998,11,medium
tt1656186,Thriller,-48.663582857142856,9,medium
tt1656190,Thriller,25.74306969696969,4,medium
tt6383726,Thriller,25.74306969696969,4,medium
tt1657507,Thriller,80.738155,8,medium
tt1667310,Thriller,-72.10608333333333,12,medium
tt1670345,Thriller,357.0256,5,medium
tt2221640,Thriller,357.0256,5,medium
tt1674784,Thriller,-97.75276571428572,10,medium
tt1675192,Thriller,4.674021052631579,9,small
tt3781616,Thriller,-100.0,9,small
tt1681370,Thriller,-100.0,6,small
tt1682180,Thriller,0.29094166666666665,3,medium
tt1686470,Thriller,192.69248933333333,10,medium
tt2554700,Thriller,-94.24629,9,medium
tt1699745,Thriller,39.59865,9,small
tt2386203,Thriller,39.59865,9,small
tt1702439,Thriller,235.89625357142862,2,medium
tt7722258,Thriller,-57.263041176470594,6,medium
tt1706593,Thriller,930.6815833333334,2,medium
tt1712261,Thriller,29.71896,2,medium
tt3872918,Thriller,-72.46047102233388,6,small
tt1726669,Thriller,-53.4089,7,medium
tt1728973,Thriller,70.26180333333333,9,medium
tt2404311,Thriller,70.26180333333333,9,medium
tt1731697,Thriller,2.7420666666666667,4,small
tt3032282,Thriller,-100.0,1,small
tt1748227,Thriller,-11.09906,11,medium
tt1764183,Thriller,198.589275,9,medium
tt1764234,Thriller,161.58962,11,medium
tt2909932,Thriller,-100.0,3,small
